	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
24800	LOC591524	5.23E-10	0.617134494	0.323	0.172	1.14E-05	LOW QUALITY PROTEIN: CCR4-NOT transcription complex subunit 1	spu:591524
3211	LOC100893012	8.13E-07	0.616665434	0.259	0.148	0.017745505	zinc finger protein 816	spu:100893012
23968	LOC589574	8.91E-11	0.616256528	0.538	0.403	1.94E-06	U2 snRNP-associated SURP motif-containing protein	spu:589574
4041	LOC105436651	3.53E-25	0.615190795	0.924	0.862	7.70E-21	60S ribosomal protein L14-like isoform X1	spu:105436651
18754	LOC578262	1.16E-11	0.614534146	0.633	0.525	2.54E-07	thioredoxin-like protein 4A	spu:578262
26468	LOC752810	8.80E-09	0.612149262	0.316	0.18	0.000192111	uncharacterized protein LOC752810 isoform X1	spu:752810
3082	LOC100892783	1.42E-09	0.611590471	0.297	0.152	3.10E-05	neurofilament heavy polypeptide isoform X1	spu:100892783
7239	LOC105444940	1.05E-06	0.610773913	0.348	0.238	0.022837728	NA	NA
26631	LOC753380	3.66E-12	0.6065143	0.696	0.637	7.99E-08	selenoprotein S	spu:753380
2747	LOC100892176	1.08E-08	0.604483771	0.373	0.237	0.000235075	NA	NA
18330	LOC577510	3.88E-08	0.602861609	0.532	0.452	0.000847645	centrosome-associated protein 350 isoform X1	spu:577510
21998	LOC584812	4.97E-18	0.600978636	0.829	0.786	1.08E-13	40S ribosomal protein S7	spu:584812
441	LOC100888440	7.11E-08	0.600685467	0.266	0.142	0.001551843	"FYVE, RhoGEF and PH domain-containing protein 6 isoform X1"	spu:100888440
16909	LOC574929	1.22E-07	0.59848231	0.551	0.5	0.002654165	uncharacterized protein LOC574929	spu:574929
27569	LOC762470	9.04E-08	0.598271752	0.449	0.344	0.001972628	RNA-binding protein 39	spu:762470
19299	LOC579293	4.18E-40	0.596697592	1	0.946	9.12E-36	"histone H3, embryonic"	spu:579293
516	LOC100888549	1.45E-07	0.594167917	0.386	0.268	0.003164063	protein cramped-like	spu:100888549
26122	LOC594653	2.60E-06	0.593962559	0.475	0.404	0.056638815	transcriptional adapter 3	spu:594653
20984	LOC582486	3.09E-09	0.591180562	0.487	0.371	6.74E-05	RNA-binding protein 8A	spu:582486
17951	LOC576830	3.61E-07	0.589199892	0.38	0.272	0.007883432	26S proteasome regulatory subunit 6A-B	spu:576830
4111	LOC105436830	2.50E-07	0.589159721	0.373	0.251	0.005461179	NA	NA
22007	LOC584839	3.52E-26	0.588211702	0.956	0.857	7.68E-22	ubiquitin isoform X1	spu:584839
17494	LOC576006	6.53E-09	0.585488402	0.481	0.365	0.00014245	"ATP synthase subunit delta, mitochondrial"	spu:576006
18543	LOC577885	1.62E-07	0.583280832	0.297	0.173	0.003533531	serine/threonine-protein kinase VRK1	spu:577885
22414	LOC585814	1.13E-07	0.582085523	0.266	0.142	0.002470909	"centriole, cilia and spindle-associated protein isoform X2"	spu:585814
18529	LOC577863	3.76E-07	0.581889037	0.291	0.172	0.008196395	dnaJ homolog subfamily C member 21 isoform X1	spu:577863
24555	LOC590932	3.49E-08	0.581795166	0.329	0.196	0.000761949	NA	NA
18939	LOC578606	5.44E-11	0.581793793	0.639	0.534	1.19E-06	eukaryotic translation initiation factor 3 subunit J	spu:578606
22456	LOC585921	7.36E-09	0.580691573	0.316	0.176	0.000160696	proteasome activator complex subunit 3	spu:585921
19628	LOC579892	2.53E-05	0.580487013	0.456	0.405	0.552090863	proteasome maturation protein isoform X1	spu:579892
20093	LOC580770	5.88E-06	0.580252145	0.386	0.29	0.128409112	protein regulator of cytokinesis 1 isoform X1	spu:580770
25324	LOC592626	5.91E-22	0.580066736	0.937	0.877	1.29E-17	60S ribosomal protein L34-B	spu:592626
23081	LOC587430	1.64E-16	0.575677195	0.816	0.708	3.57E-12	"ATP synthase subunit O, mitochondrial"	spu:587430
16728	LOC574582	4.62E-10	0.575486855	0.513	0.356	1.01E-05	disks large-associated protein 5	spu:574582
22180	LOC585265	3.47E-05	0.57423567	0.348	0.262	0.756329281	armadillo repeat-containing protein 1	spu:585265
17356	LOC575742	1.35E-08	0.570955966	0.418	0.285	0.000294467	E3 ubiquitin-protein ligase HUWE1	spu:575742
19439	LOC579559	5.61E-12	0.569863438	0.677	0.587	1.22E-07	60S ribosomal protein L12	spu:579559
24038	LOC589728	3.23E-08	0.569200521	0.519	0.417	0.000705247	LOW QUALITY PROTEIN: probable JmjC domain-containing histone demethylation protein 2C	spu:589728
18697	LOC578158	1.36E-23	0.567308853	0.956	0.865	2.97E-19	40S ribosomal protein S19	spu:578158
20606	LOC581772	1.66E-07	0.566893739	0.443	0.333	0.003624425	ubiquitin-conjugating enzyme E2 Q1	spu:581772
18233	LOC577351	0.00102288	0.566343486	0.31	0.252	1	pre-mRNA-splicing factor CWC25 homolog	spu:577351
19149	LOC579026	7.52E-26	0.565629193	0.981	0.885	1.64E-21	40S ribosomal protein S11	spu:579026
22127	LOC585134	5.16E-08	0.564940516	0.323	0.191	0.001126572	cyclin-L1	spu:585134
17850	LOC576658	1.80E-18	0.563401934	0.905	0.839	3.92E-14	40S ribosomal protein S20	spu:576658
24239	LOC590185	1.88E-05	0.561638353	0.259	0.16	0.409589092	RNA exonuclease 4	spu:590185
21273	LOC583101	2.07E-10	0.561092324	0.715	0.667	4.51E-06	endothelial differentiation-related factor 1	spu:583101
22661	LOC586410	1.16E-19	0.560031816	0.899	0.855	2.53E-15	co-chaperone protein daf-41	spu:586410
18162	LOC577224	1.15E-06	0.559312043	0.576	0.558	0.025160819	CREB-binding protein isoform X5	spu:577224
22872	LOC586881	4.68E-14	0.556368552	0.772	0.682	1.02E-09	flotillin-2a	spu:586881
24678	LOC591243	1.16E-05	0.555710875	0.411	0.336	0.2527085	stromal membrane-associated protein 1 isoform X1	spu:591243
23519	LOC588527	3.08E-07	0.554334073	0.285	0.163	0.006727455	"KH domain-containing, RNA-binding, signal transduction-associated protein 2 isoform X1"	spu:588527
18060	LOC577040	2.10E-19	0.554032723	0.937	0.865	4.58E-15	40S ribosomal protein S16	spu:577040
23338	LOC588058	7.30E-05	0.554013512	0.285	0.195	1	NA	NA
21187	LOC582932	6.44E-06	0.553736585	0.323	0.223	0.140606884	eukaryotic translation initiation factor 3 subunit C	spu:582932
24759	LOC591426	9.81E-06	0.553647623	0.285	0.185	0.2139901	mitotic spindle assembly checkpoint protein MAD1	spu:591426
28144	LOC764436	5.21E-18	0.552540987	0.918	0.842	1.14E-13	NA	NA
1739	LOC100890532	1.71E-09	0.552510547	0.361	0.2	3.73E-05	NA	NA
20177	LOC580943	1.20E-23	0.550705631	0.911	0.822	2.63E-19	structural maintenance of chromosomes protein 1A	spu:580943
18958	LOC578650	0.00017456	0.550448412	0.38	0.311	1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:578650
18477	LOC577783	1.51E-06	0.550040928	0.443	0.35	0.032880912	"aconitate hydratase, mitochondrial isoform X1"	spu:577783
27814	LOC763313	2.08E-22	0.549974994	0.899	0.822	4.53E-18	12 kDa FK506-binding protein	spu:763313
27309	LOC756350	2.37E-09	0.549193268	0.259	0.124	5.18E-05	RING-type E3 ubiquitin-protein ligase PPIL2	spu:756350
21800	LOC584338	8.61E-08	0.545558535	0.551	0.476	0.001879771	LOW QUALITY PROTEIN: splicing regulatory glutamine/lysine-rich protein 1	spu:584338
19553	LOC579752	5.24E-05	0.544291828	0.405	0.345	1	signal recognition particle 19 kDa protein	spu:579752
25645	LOC593366	0.000268519	0.544071488	0.354	0.294	1	prefoldin subunit 3	spu:593366
24101	LOC589864	8.20E-07	0.543094581	0.291	0.175	0.017896209	coiled-coil domain-containing protein 137	spu:589864
16941	LOC574998	3.15E-23	0.541989927	0.905	0.833	6.87E-19	40S ribosomal protein S15	spu:574998
28324	LOC767501	0.001144453	0.54181665	0.278	0.216	1	AP-1 complex subunit beta-1	spu:767501
16680	LOC414053	2.89E-05	0.54080805	0.462	0.407	0.631460396	guanine nucleotide-binding protein G(s) alpha subunit	spu:414053
2187	LOC100891267	1.50E-10	0.540619736	0.639	0.537	3.28E-06	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2"	spu:100891267
17124	LOC575315	2.53E-08	0.539429388	0.259	0.131	0.000551352	WD repeat-containing protein 63 isoform X1	spu:575315
21938	LOC584662	0.000331233	0.537531017	0.323	0.253	1	coiled-coil domain-containing protein 92	spu:584662
17347	LOC575733	5.42E-15	0.536871593	0.816	0.68	1.18E-10	MAP kinase-interacting serine/threonine-protein kinase 1	spu:575733
19511	LOC579681	1.08E-05	0.536289496	0.354	0.259	0.235334033	UBX domain-containing protein 1	spu:579681
28167	LOC764523	1.13E-05	0.535890228	0.367	0.278	0.246726092	protein 4.1 isoform X1	spu:764523
22239	LOC585398	3.15E-25	0.53430589	0.981	0.908	6.88E-21	"ras homolog gene family, member C-like"	spu:585398
1655	LOC100890411	8.30E-05	0.533795693	0.297	0.21	1	uncharacterized protein C7orf57	spu:100890411
19201	LOC579114	0.000175599	0.533460243	0.43	0.386	1	catenin alpha-2	spu:579114
24476	LOC590740	1.32E-17	0.532557177	0.943	0.864	2.88E-13	40S ribosomal protein S12	spu:590740
22054	LOC584954	7.64E-05	0.531726679	0.424	0.367	1	"cytochrome b-c1 complex subunit 2, mitochondrial"	spu:584954
17302	LOC575654	0.000195927	0.530798456	0.291	0.213	1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A	spu:575654
18598	LOC577982	6.99E-18	0.530085286	0.905	0.812	1.52E-13	ubiquitin-like protein FUBI	spu:577982
22266	LOC585461	5.71E-32	0.528331104	0.962	0.873	1.25E-27	ubiquitin-conjugating enzyme E2 R2	spu:585461
20848	LOC582211	0.000131578	0.525529745	0.405	0.342	1	NA	NA
21134	LOC582833	2.82E-05	0.525084441	0.411	0.336	0.616209854	titin	spu:582833
17268	LOC575596	1.19E-15	0.522147673	0.772	0.63	2.60E-11	programmed cell death protein 4	spu:575596
26634	LOC753400	0.000203206	0.52156472	0.405	0.353	1	NA	NA
22632	LOC586345	1.13E-26	0.520410296	0.987	0.921	2.48E-22	60S acidic ribosomal protein P2	spu:586345
26927	LOC754356	3.46E-07	0.52037655	0.614	0.579	0.007557086	small nuclear ribonucleoprotein Sm D2	spu:754356
24247	LOC590203	2.06E-44	0.520220188	1	0.975	4.50E-40	guanine nucleotide-binding protein subunit beta isoform X7	spu:590203
7739	LOC105446266	0.000461109	0.519298248	0.31	0.244	1	NA	NA
17993	LOC576916	3.05E-05	0.519032321	0.494	0.452	0.665167884	"nascent polypeptide-associated complex subunit alpha, muscle-specific form isoform X4"	spu:576916
20849	LOC582213	0.000489488	0.517637854	0.291	0.22	1	inner centromere protein A	spu:582213
5500	LOC105440291	0.000252627	0.516670769	0.335	0.263	1	NA	NA
20317	LOC581196	1.28E-14	0.516141635	0.899	0.831	2.80E-10	40S ribosomal protein S13	spu:581196
23531	LOC588549	1.11E-06	0.516141502	0.361	0.251	0.024177052	serine/arginine repetitive matrix protein 2	spu:588549
18711	LOC578192	4.11E-15	0.515828745	0.88	0.809	8.97E-11	60S ribosomal protein L4	spu:578192
26067	LOC594510	0.008996651	0.514671816	0.329	0.303	1	nuclear protein MDM1	spu:594510
18655	LOC578080	0.011334065	0.513917641	0.323	0.293	1	rac GTPase-activating protein 1 isoform X1	spu:578080
21181	LOC582923	0.008374629	0.511543368	0.329	0.304	1	serine/threonine-protein kinase tricorner	spu:582923
21167	LOC582892	0.000523009	0.510927791	0.323	0.248	1	abnormal spindle-like microcephaly-associated protein homolog	spu:582892
20187	LOC580960	0.000105691	0.509525595	0.291	0.205	1	MAPK/MAK/MRK overlapping kinase	spu:580960
17148	LOC575361	0.000204161	0.509450321	0.304	0.222	1	homeobox protein cut-like 1	spu:575361
26100	LOC594592	0.000501176	0.507815094	0.475	0.468	1	polyadenylate-binding protein 2	spu:594592
26257	LOC752175	2.41E-06	0.507213486	0.253	0.143	0.052636365	probable palmitoyltransferase ZDHHC1 isoform X2	spu:752175
28351	rab11	2.12E-09	0.506644763	0.652	0.565	4.63E-05	NA	NA
3542	LOC100893538	0.00143769	0.506436464	0.304	0.246	1	uncharacterized protein LOC100893538	spu:100893538
3675	LOC100893761	2.21E-05	0.506232554	0.259	0.167	0.48249007	kinetochore protein Nuf2-A	spu:100893761
5867	LOC105441313	0.005857066	0.505000913	0.405	0.381	1	NA	NA
22747	LOC586593	0.000683792	0.504553142	0.335	0.269	1	ubiquitin-conjugating enzyme E2-17 kDa	spu:586593
17389	LOC575808	0.000116202	0.501731072	0.297	0.218	1	T-complex protein 1 subunit epsilon	spu:575808
4800	LOC105438574	1.75E-08	0.500586061	0.304	0.154	0.000381235	formin-like protein 14	spu:105438574
26658	LOC753487	1.80E-13	0.500210727	0.829	0.777	3.93E-09	ubiquitin-conjugating enzyme E2 2 isoform X2	spu:753487
23492	LOC588463	8.27E-05	0.49973999	0.386	0.31	1	metal regulatory transcription factor 1	spu:588463
21343	LOC583272	0.000455941	0.499409165	0.253	0.179	1	microfibrillar-associated protein 1	spu:583272
25085	LOC592111	9.67E-05	0.498807301	0.278	0.19	1	uncharacterized protein LOC592111 isoform X1	spu:592111
22554	LOC586153	7.74E-05	0.497139332	0.253	0.165	1	host cell factor isoform X1	spu:586153
25771	LOC593690	0.000146419	0.495712385	0.456	0.426	1	ras-related C3 botulinum toxin substrate 1	spu:593690
3475	LOC100893438	0.000253336	0.495435912	0.342	0.275	1	phosphatase and actin regulator 2 isoform X1	spu:100893438
21808	LOC584359	1.72E-08	0.494948253	0.608	0.448	0.000376222	chromatin assembly factor 1 subunit A isoform X3	spu:584359
17694	LOC576368	6.91E-22	0.493780653	0.962	0.87	1.51E-17	40S ribosomal protein S2	spu:576368
839	LOC100889084	6.37E-05	0.493564997	0.38	0.294	1	NA	NA
194	LOC100888025	1.20E-05	0.493310559	0.544	0.496	0.260913664	male-specific lethal 1-like 1	spu:100888025
17762	LOC576487	6.00E-07	0.492909821	0.532	0.464	0.01309819	zinc finger RNA-binding protein isoform X1	spu:576487
5470	LOC105440217	3.43E-16	0.489710888	0.911	0.849	7.49E-12	"LOW QUALITY PROTEIN: histone H3, embryonic"	spu:105440217
19718	LOC580046	1.79E-06	0.48866495	0.443	0.346	0.039008779	translocation protein SEC62	spu:580046
21080	LOC582717	1.20E-06	0.487726741	0.62	0.574	0.026287056	INO80 complex subunit D	spu:582717
26536	LOC753029	9.19E-07	0.486920041	0.31	0.197	0.020061405	parafibromin	spu:753029
17866	LOC576681	5.32E-07	0.486254917	0.304	0.184	0.011620164	splicing factor 3A subunit 3	spu:576681
19777	LOC580148	2.38E-15	0.483449122	0.905	0.819	5.19E-11	60S ribosomal protein L27a	spu:580148
25501	LOC593001	0.001317795	0.483349693	0.335	0.286	1	zinc finger and BTB domain-containing protein 24	spu:593001
24341	LOC590424	0.00228789	0.483213737	0.297	0.239	1	uncharacterized protein LOC590424 isoform X1	spu:590424
16501	LOC373241	0.000258682	0.482523111	0.475	0.436	1	KRP170	spu:373241
4	E2E3	1.81E-06	0.482129855	0.513	0.452	0.039468684	NA	NA
17582	LOC576159	2.31E-17	0.481681062	0.905	0.848	5.03E-13	dual specificity protein phosphatase CDC14AB isoform X7	spu:576159
19936	LOC580460	5.55E-07	0.481583305	0.639	0.604	0.012115242	zinc finger CCCH domain-containing protein 15	spu:580460
23001	LOC587222	1.48E-07	0.48152291	0.595	0.533	0.003233402	endoplasmic reticulum-Golgi intermediate compartment protein 3	spu:587222
21129	LOC582822	6.65E-06	0.480649578	0.62	0.598	0.145192911	eukaryotic translation initiation factor 5	spu:582822
19966	LOC580515	0.002275054	0.480316558	0.31	0.257	1	"sprouty-related, EVH1 domain-containing protein 3"	spu:580515
19018	LOC578781	0.001618964	0.48020884	0.304	0.243	1	supervillin isoform X1	spu:578781
20952	LOC582414	1.12E-05	0.478025137	0.348	0.251	0.244037331	serine/arginine repetitive matrix protein 2	spu:582414
16772	LOC574677	0.000219082	0.477653532	0.525	0.518	1	mesoderm induction early response protein 1 isoform X1	spu:574677
26091	LOC594568	0.000386198	0.475246836	0.266	0.189	1	PHD finger protein 12 isoform X1	spu:594568
18572	LOC577933	0.000814293	0.473827697	0.329	0.271	1	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	spu:577933
20443	LOC581456	0.000441351	0.472465747	0.449	0.423	1	"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	spu:581456
18504	LOC577819	0.003619306	0.471801912	0.253	0.194	1	protein DENND6A isoform X1	spu:577819
24182	LOC590052	1.96E-06	0.471198424	0.677	0.7	0.042834616	NA	NA
24784	LOC591483	0.000174075	0.47082776	0.418	0.363	1	eukaryotic peptide chain release factor subunit 1	spu:591483
22178	LOC585260	0.000665793	0.470568488	0.316	0.255	1	LOW QUALITY PROTEIN: transcriptional repressor protein YY1	spu:585260
17359	LOC575746	0.000150335	0.470173816	0.361	0.291	1	NK-tumor recognition protein isoform X1	spu:575746
23830	LOC589254	0.000310261	0.469344264	0.367	0.305	1	nipped-B-like protein A	spu:589254
22835	LOC586800	2.23E-06	0.469095579	0.633	0.615	0.048712984	serine/arginine-rich splicing factor 10	spu:586800
18625	LOC578026	0.000184622	0.468825156	0.278	0.195	1	GON-4-like protein	spu:578026
24587	LOC590987	0.000474716	0.465479093	0.304	0.232	1	protein arginine N-methyltransferase 1	spu:590987
19705	LOC580013	0.002552073	0.464224339	0.304	0.255	1	DNA polymerase epsilon subunit 3	spu:580013
20506	LOC581577	9.66E-05	0.463931751	0.443	0.389	1	NA	NA
21872	LOC584483	0.001722874	0.462707578	0.31	0.254	1	prohibitin	spu:584483
4276	LOC105437263	3.00E-06	0.461658554	0.614	0.565	0.065426729	40S ribosomal protein S17	spu:105437263
22387	LOC585739	0.00025661	0.460805734	0.31	0.235	1	protein fantom isoform X1	spu:585739
19294	LOC579288	7.53E-05	0.460111793	0.367	0.285	1	E3 ubiquitin-protein ligase arih1 isoform X1	spu:579288
19948	LOC580482	0.017629554	0.459962213	0.259	0.221	1	CCAAT/enhancer-binding protein zeta	spu:580482
27480	LOC757154	0.001065213	0.459664775	0.354	0.304	1	replication stress response regulator SDE2	spu:757154
19021	LOC578784	1.25E-13	0.458135429	0.899	0.812	2.73E-09	uncharacterized protein LOC578784 isoform X1	spu:578784
21136	LOC582835	5.25E-08	0.457720821	0.646	0.589	0.001145035	NA	NA
27205	LOC755731	1.23E-12	0.457003811	0.867	0.816	2.69E-08	60S ribosomal protein L7	spu:755731
1705	LOC100890483	0.000381056	0.455566141	0.481	0.459	1	zinc finger CCCH domain-containing protein 13 isoform X1	spu:100890483
24205	LOC590105	0.000177396	0.45542273	0.297	0.217	1	charged multivesicular body protein 1b-1	spu:590105
20121	LOC580832	0.000567242	0.455245894	0.373	0.322	1	"glutaryl-CoA dehydrogenase, mitochondrial"	spu:580832
21024	LOC582580	0.000550461	0.455220168	0.329	0.259	1	NA	NA
17908	LOC576760	1.05E-15	0.454573161	0.937	0.851	2.30E-11	60S ribosomal protein L32	spu:576760
19225	LOC579153	0.003845222	0.454215403	0.31	0.259	1	syntaxin-5	spu:579153
17067	LOC575208	0.024299654	0.453362759	0.297	0.273	1	death-inducer obliterator 1 isoform X1	spu:575208
25113	LOC592177	1.32E-08	0.453139892	0.835	0.796	0.000288897	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177
26568	LOC753159	2.49E-18	0.452647597	0.981	0.954	5.44E-14	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1	spu:753159
21867	LOC584477	1.32E-07	0.451508878	0.639	0.619	0.002888905	"cell division cycle 42 (GTP binding protein, 25kDa)-like"	spu:584477
28352	rngi	0.008746775	0.451228365	0.272	0.229	1	NA	NA
24978	LOC591872	4.65E-05	0.450857523	0.342	0.26	1	U2 small nuclear ribonucleoprotein A'	spu:591872
17072	LOC575216	0.000162362	0.450669881	0.437	0.391	1	probable helicase with zinc finger domain isoform X1	spu:575216
19057	LOC578850	0.000846225	0.449442051	0.272	0.206	1	U5 small nuclear ribonucleoprotein 40 kDa protein	spu:578850
19027	LOC578794	2.44E-13	0.448289218	0.905	0.858	5.32E-09	40S ribosomal protein S27-like isoform X1	spu:578794
25808	LOC593785	3.62E-05	0.448203774	0.266	0.17	0.790458109	islet cell autoantigen 1 isoform X1	spu:593785
20481	LOC581537	0.002961913	0.447993872	0.291	0.237	1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)-like"	spu:581537
19788	LOC580176	0.000362447	0.446940334	0.285	0.21	1	FK506-binding protein 5 isoform X1	spu:580176
16894	LOC574893	0.002500348	0.446555245	0.38	0.345	1	activin receptor type-2A	spu:574893
19144	LOC579019	1.54E-08	0.446367844	0.753	0.711	0.000336262	ubiquitin-40S ribosomal protein S27a	spu:579019
28356	usf1	0.000464296	0.445646169	0.367	0.306	1	NA	NA
24851	LOC591628	0.00058754	0.445368628	0.266	0.192	1	NA	NA
25448	LOC592907	8.27E-32	0.444636517	0.994	0.941	1.81E-27	heterogeneous nuclear ribonucleoprotein A3 homolog 2 isoform X1	spu:592907
24677	LOC591240	8.72E-06	0.444154613	0.354	0.253	0.190372821	G2/mitotic-specific cyclin-B3	spu:591240
17498	LOC576016	6.87E-07	0.441414764	0.715	0.695	0.015001011	nucleolar protein 58	spu:576016
5832	LOC105441189	7.50E-10	0.440029245	0.81	0.803	1.64E-05	40S ribosomal protein S21	spu:105441189
25843	LOC593861	1.41E-16	0.439422688	0.987	0.917	3.07E-12	60S ribosomal protein L19	spu:593861
25935	LOC594110	1.05E-18	0.438310643	0.962	0.915	2.30E-14	high mobility group protein HMGI-C	spu:594110
25438	LOC592882	7.01E-14	0.438164561	0.937	0.885	1.53E-09	ubiquitin-conjugating enzyme E2 L3	spu:592882
18587	LOC577957	7.48E-06	0.436896283	0.323	0.21	0.163239455	sarcolemmal membrane-associated protein isoform X1	spu:577957
7032	LOC105444418	4.96E-06	0.436394283	0.601	0.579	0.10831145	NA	NA
25132	LOC592207	0.000331627	0.432564314	0.443	0.387	1	equilibrative nucleoside transporter 1	spu:592207
27403	LOC756823	8.83E-07	0.430790581	0.715	0.705	0.019267311	serine/arginine-rich splicing factor 1	spu:756823
22517	LOC586056	0.003096324	0.430597593	0.449	0.449	1	60S ribosomal protein L10a isoform X1	spu:586056
22536	LOC586110	3.64E-09	0.43009626	0.873	0.808	7.95E-05	40S ribosomal protein S9	spu:586110
21620	LOC583887	0.002392392	0.429516861	0.291	0.232	1	chromatin target of PRMT1 protein	spu:583887
20403	LOC581375	0.085886145	0.428446438	0.266	0.254	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	spu:581375
22717	LOC586530	1.34E-28	0.427849532	1	0.968	2.92E-24	histone H3.3	spu:586530
18710	LOC578189	0.003674013	0.427381149	0.494	0.496	1	remodeling and spacing factor 1	spu:578189
3656	LOC100893731	0.020177679	0.426895624	0.291	0.255	1	solute carrier family 25 member 36	spu:100893731
23800	LOC589183	0.000111543	0.425228592	0.551	0.488	1	60S acidic ribosomal protein P1	spu:589183
23813	LOC589211	0.005436352	0.425058131	0.418	0.409	1	metastasis-associated protein MTA3 isoform X1	spu:589211
19631	LOC579897	3.54E-10	0.423269669	0.835	0.772	7.72E-06	60S ribosomal protein L35a	spu:579897
23131	LOC587551	0.001695776	0.422366659	0.525	0.554	1	60S ribosomal protein L24	spu:587551
18564	LOC577922	0.000369164	0.421384538	0.532	0.505	1	ubiquitin-conjugating enzyme E2 S	spu:577922
25315	LOC592604	6.22E-12	0.420578009	0.911	0.894	1.36E-07	NA	NA
25183	LOC592315	0.000237892	0.418631537	0.462	0.415	1	LOW QUALITY PROTEIN: 60S ribosomal protein L8	spu:592315
22579	LOC586214	5.94E-06	0.417168329	0.563	0.511	0.129665116	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"	spu:586214
25582	LOC593185	0.002508907	0.415408536	0.481	0.5	1	uncharacterized protein C1orf198 homolog isoform X1	spu:593185
27816	LOC763319	0.000399799	0.414766381	0.386	0.323	1	"A-kinase anchor protein 1, mitochondrial"	spu:763319
17585	LOC576164	0.005630839	0.414016045	0.481	0.494	1	RNA polymerase-associated protein LEO1 isoform X1	spu:576164
20139	LOC580866	8.63E-05	0.413810479	0.481	0.435	1	serine/arginine-rich splicing factor 2 isoform X5	spu:580866
20284	LOC581143	2.60E-16	0.411851967	0.987	0.938	5.68E-12	small nuclear ribonucleoprotein-associated protein B'	spu:581143
22839	LOC586809	2.61E-05	0.410546975	0.627	0.63	0.568924134	NA	NA
24781	LOC591477	0.002798272	0.410380021	0.538	0.576	1	protein PRRC2C isoform X1	spu:591477
16967	LOC575041	0.015233347	0.408028557	0.487	0.501	1	actin cytoskeleton-regulatory complex protein pan1	spu:575041
1744	LOC100890540	3.71E-05	0.403981963	0.5	0.426	0.808697987	uncharacterized protein LOC100890540 isoform X1	spu:100890540
17960	LOC576843	5.58E-05	0.40387869	0.323	0.228	1	probable ubiquitin-conjugating enzyme E2 7 isoform X1	spu:576843
17715	LOC576401	0.022092825	0.400818617	0.253	0.213	1	bromodomain-containing protein 8 isoform X1	spu:576401
24639	LOC591120	0.010846853	0.399238203	0.373	0.357	1	ATPase WRNIP1	spu:591120
16819	LOC574763	0.003888741	0.398907632	0.253	0.193	1	DCN1-like protein 5 isoform X1	spu:574763
18969	LOC578672	5.31E-31	0.398695872	1	0.989	1.16E-26	heterogeneous nuclear ribonucleoprotein U isoform X3	spu:578672
23424	LOC588274	0.001028464	0.396329237	0.582	0.592	1	eukaryotic translation initiation factor 4 gamma 3 isoform X1	spu:588274
22641	LOC586375	1.25E-10	0.396086644	0.873	0.828	2.74E-06	histone H3.3	spu:586375
20291	LOC581153	9.24E-13	0.392723329	0.886	0.824	2.02E-08	tropomodulin-2	spu:581153
16507	LOC373247	2.76E-05	0.392567449	0.633	0.634	0.602629195	nuclear intermediate filament protein	spu:373247
8189	LOC105447468	0.044919572	0.39161409	0.342	0.325	1	NA	NA
27456	LOC757058	1.54E-05	0.390469673	0.778	0.779	0.335426839	NA	NA
22464	LOC585943	0.000258656	0.390159726	0.468	0.429	1	actin-related protein 2/3 complex subunit 2	spu:585943
16681	LOC414054	5.87E-06	0.389890067	0.652	0.624	0.127995365	guanine nucleotide-binding protein G(i) alpha subunit	spu:414054
20328	LOC581219	0.000277358	0.389738364	0.253	0.169	1	fibrous sheath CABYR-binding protein isoform X1	spu:581219
18230	LOC577346	0.091380761	0.389322677	0.316	0.322	1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform isoform X2	spu:577346
18348	LOC577550	0.024524154	0.387998211	0.348	0.345	1	cilia- and flagella-associated protein 36	spu:577550
18601	LOC577989	2.05E-10	0.385390041	0.854	0.803	4.48E-06	40S ribosomal protein S6	spu:577989
24560	LOC590941	0.000563027	0.384832508	0.551	0.565	1	translationally-controlled tumor protein homolog	spu:590941
22549	LOC586140	0.028914801	0.383621133	0.291	0.267	1	protein Red	spu:586140
17611	LOC576205	0.000138046	0.383432433	0.639	0.666	1	AP-2 complex subunit mu	spu:576205
20104	LOC580795	0.041524417	0.383230782	0.297	0.281	1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X2	spu:580795
19721	LOC580050	0.037318222	0.38296508	0.266	0.236	1	hormone receptor 4	spu:580050
28350	pabp	0.033468486	0.380329141	0.253	0.221	1	NA	NA
19758	LOC580113	0.000917302	0.379396964	0.57	0.579	1	50 kDa gamma-zein isoform X2	spu:580113
23476	LOC588405	0.016657592	0.379378578	0.285	0.25	1	mediator of RNA polymerase II transcription subunit 19	spu:588405
