	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
17090	LOC575230	7.28E-06	0.533581718	0.662	0.611	0.15881943	mothers against decapentaplegic homolog 4 isoform X1	spu:575230
21253	LOC583044	8.49E-05	0.533504691	0.394	0.268	1	E3 ubiquitin-protein ligase ZNF598	spu:583044
28316	LOC765036	1.35E-07	0.53313685	0.437	0.218	0.0029393	zinc finger protein OZF	spu:765036
20419	LOC581376	1.14E-19	0.532910938	1	0.996	2.48E-15	14-3-3 family protein artA isoform X1	spu:581376
18525	LOC577832	0.001411054	0.531063218	0.535	0.492	1	pro-epidermal growth factor	spu:577832
25856	LOC593861	4.51E-21	0.53061204	1	0.995	9.83E-17	60S ribosomal protein L19	spu:593861
20280	LOC581097	2.11E-06	0.528426824	0.634	0.523	0.04599647	uncharacterized protein LOC581097	spu:581097
18874	LOC578463	0.00069783	0.526712091	0.282	0.168	1	symplekin	spu:578463
676	LOC100888798	1.80E-06	0.525855827	0.366	0.183	0.039251081	NA	NA
26865	LOC754111	5.24E-08	0.524261419	0.592	0.42	0.001143544	probable RNA-binding protein 19	spu:754111
22731	LOC586535	7.22E-08	0.522647961	0.324	0.138	0.001575593	RNA polymerase II subunit A C-terminal domain phosphatase	spu:586535
23826	LOC589213	1.09E-07	0.522484817	0.549	0.377	0.002380284	AT-rich interactive domain-containing protein 2	spu:589213
24047	LOC589722	2.24E-13	0.522424636	0.324	0.086	4.89E-09	uronyl 2-sulfotransferase	spu:589722
2297	LOC100891430	3.35E-06	0.521726743	0.31	0.147	0.073135733	uncharacterized protein LOC100891430 isoform X3	spu:100891430
4118	LOC105436821	2.84E-07	0.521250666	0.704	0.574	0.00620356	M-phase phosphoprotein 8	spu:105436821
19781	LOC580130	1.91E-09	0.519714627	0.761	0.619	4.18E-05	retinitis pigmentosa 1-like 1 protein	spu:580130
18342	LOC577510	3.12E-11	0.519445056	0.831	0.721	6.80E-07	centrosome-associated protein 350 isoform X1	spu:577510
18267	LOC577383	3.48E-07	0.518957859	0.296	0.125	0.007592072	RNA polymerase II-associated protein 3	spu:577383
10	erg	4.18E-15	0.518474353	0.366	0.091	9.12E-11	NA	NA
22127	LOC585100	2.22E-06	0.517663295	0.62	0.501	0.048459337	tyrosine-protein kinase BAZ1B	spu:585100
24531	LOC590836	6.38E-46	0.516979818	0.254	0.017	1.39E-41	probable GPI-anchored adhesin-like protein PGA55	spu:590836
23517	LOC588503	4.98E-29	0.516832708	1	1	1.09E-24	heterogeneous nuclear ribonucleoprotein R isoform X1	spu:588503
25508	LOC592989	1.63E-25	0.516395257	0.437	0.08	3.56E-21	BTB/POZ domain-containing protein 17 isoform X3	spu:592989
1048	LOC100889400	6.99E-13	0.515643645	0.268	0.066	1.53E-08	PHD finger protein 21A isoform X1	spu:100889400
16694	LOC414054	6.06E-13	0.51562718	0.93	0.931	1.32E-08	guanine nucleotide-binding protein G(i) alpha subunit	spu:414054
28214	LOC764638	5.49E-16	0.514546036	1	0.978	1.20E-11	glycogen synthase kinase-3 beta	spu:764638
19454	LOC579559	3.63E-08	0.514318009	0.718	0.578	0.000793126	60S ribosomal protein L12	spu:579559
472	LOC100888475	5.98E-13	0.513978647	0.254	0.059	1.31E-08	constitutive coactivator of peroxisome proliferator-activated receptor gamma isoform X1	spu:100888475
25934	LOC594069	6.26E-08	0.513324107	0.394	0.186	0.001365693	DNA helicase B	spu:594069
18527	LOC577835	1.26E-05	0.512746953	0.507	0.371	0.276023656	AT-rich interactive domain-containing protein 5B	spu:577835
17579	LOC576136	3.27E-08	0.512342831	0.746	0.684	0.000714232	SWI/SNF complex subunit SMARCC2 isoform X1	spu:576136
19057	LOC578821	1.22E-05	0.512102198	0.296	0.141	0.266541192	cytochrome P450 3A24	spu:578821
23697	LOC588905	3.27E-06	0.511951885	0.324	0.158	0.071263939	coiled-coil domain-containing protein 6	spu:588905
22019	LOC584839	1.07E-13	0.511579574	0.986	0.961	2.34E-09	ubiquitin isoform X1	spu:584839
24770	LOC591423	4.81E-07	0.511019951	0.732	0.617	0.010505589	apoptotic chromatin condensation inducer in the nucleus isoform X1	spu:591423
27834	LOC763325	7.67E-05	0.51080431	0.577	0.518	1	uncharacterized protein LOC763325	spu:763325
26271	LOC752175	3.15E-06	0.506460314	0.296	0.137	0.06871433	probable palmitoyltransferase ZDHHC1 isoform X2	spu:752175
22741	LOC586560	2.11E-13	0.505854326	0.972	0.935	4.61E-09	uncharacterized protein LOC586560	spu:586560
22660	LOC586389	7.61E-12	0.503341191	0.366	0.109	1.66E-07	optomotor-blind protein	spu:586389
24289	LOC590272	2.70E-08	0.502966481	0.789	0.697	0.000588697	protein AF-10 isoform X2	spu:590272
19335	LOC579327	6.55E-09	0.502456005	0.901	0.808	0.000142931	NA	NA
5738	LOC105440908	2.46E-14	0.501836024	0.254	0.051	5.38E-10	NA	NA
21200	LOC582932	3.65E-05	0.500935286	0.437	0.296	0.796711191	eukaryotic translation initiation factor 3 subunit C	spu:582932
16577	LOC373350	2.10E-08	0.499283913	0.873	0.829	0.000458502	"histone H1-gamma, late"	spu:373350
2754	LOC100892164	1.57E-07	0.49900794	0.366	0.177	0.003428142	"myosin heavy chain, muscle isoform X1"	spu:100892164
17188	LOC575412	8.06E-10	0.498570033	0.521	0.234	1.76E-05	zinc finger protein 503	spu:575412
8123	LOC105447246	8.40E-05	0.498481511	0.254	0.123	1	betaine--homocysteine S-methyltransferase 1-like	spu:105447246
27526	LOC757248	0.000306372	0.498171497	0.507	0.427	1	NA	NA
17585	LOC576142	5.71E-16	0.496624322	0.31	0.069	1.25E-11	DENN domain-containing protein 5B isoform X1	spu:576142
4287	LOC105437263	6.29E-07	0.496097692	0.732	0.642	0.013720638	40S ribosomal protein S17	spu:105437263
22811	LOC586718	1.12E-06	0.496023954	0.62	0.541	0.024535838	eukaryotic translation initiation factor 3 subunit G isoform X2	spu:586718
1424	LOC100890018	1.33E-13	0.495980663	0.282	0.069	2.91E-09	uncharacterized protein LOC100890018 isoform X1	spu:100890018
20053	LOC580656	1.02E-07	0.494909579	0.803	0.769	0.002219677	zinc finger protein 37	spu:580656
27242	LOC755893	2.16E-07	0.490888595	0.634	0.512	0.00471694	NA	NA
725	LOC100888889	1.95E-06	0.489055765	0.268	0.11	0.042635732	zinc finger protein 551	spu:100888889
27797	LOC763214	4.79E-18	0.488980846	0.972	0.969	1.05E-13	NA	NA
6581	LOC105443132	4.08E-05	0.487591053	0.437	0.3	0.88999969	mitotic apparatus protein p62 isoform X1	spu:105443132
2315	LOC100891454	4.26E-07	0.487037739	0.268	0.1	0.009293157	uncharacterized protein LOC100891454 isoform X1	spu:100891454
26113	LOC594592	0.000151748	0.486706475	0.648	0.674	1	polyadenylate-binding protein 2	spu:594592
17058	LOC575174	1.92E-06	0.486278075	0.577	0.444	0.041803632	LOW QUALITY PROTEIN: recombining binding protein suppressor of hairless-like	spu:575174
27946	LOC763676	5.64E-05	0.486145129	0.676	0.642	1	vacuolar protein sorting-associated protein 72 homolog	spu:763676
25644	LOC593337	6.97E-11	0.486009171	1	0.998	1.52E-06	NA	NA
18538	LOC577855	2.06E-05	0.48580157	0.521	0.4	0.448945283	guanine nucleotide-binding protein-like NSN1	spu:577855
7548	LOC105445719	1.25E-05	0.484703947	0.732	0.701	0.273030951	histone-lysine N-methyltransferase 2A	spu:105445719
2783	LOC100892223	6.41E-07	0.483674214	0.338	0.158	0.013998821	solute carrier family 25 member 40	spu:100892223
4284	LOC105437259	4.15E-09	0.483520802	0.958	0.916	9.06E-05	transcriptional adapter 2-beta	spu:105437259
24734	LOC591341	2.32E-07	0.483131084	0.31	0.132	0.00506748	60S ribosomal protein L8	spu:591341
17562	LOC576113	0.000329461	0.481174415	0.394	0.289	1	ankyrin repeat and LEM domain-containing protein 1	spu:576113
20767	LOC582039	2.79E-12	0.480630934	0.986	0.981	6.08E-08	KAT8 regulatory NSL complex subunit 1 isoform X2	spu:582039
25299	LOC592550	0.0012624	0.479525241	0.521	0.456	1	WD repeat-containing protein 43	spu:592550
16890	LOC574867	9.89E-06	0.479336099	0.338	0.182	0.215780687	thyroid receptor-interacting protein 11	spu:574867
3093	LOC100892783	0.000113238	0.47927233	0.521	0.42	1	neurofilament heavy polypeptide isoform X1	spu:100892783
17850	LOC576641	0.000313264	0.478123697	0.282	0.158	1	proliferation-associated protein 2G4	spu:576641
20581	LOC581708	4.93E-06	0.477838672	0.507	0.349	0.107580075	transcription initiation factor TFIID subunit 1	spu:581708
25146	LOC592207	3.15E-07	0.477021009	0.718	0.637	0.006880482	equilibrative nucleoside transporter 1	spu:592207
28237	LOC764715	2.11E-06	0.475671455	0.493	0.321	0.046103453	PH-interacting protein	spu:764715
20390	LOC581322	1.21E-18	0.474071204	0.563	0.169	2.64E-14	SPRY domain-containing SOCS box protein 4	spu:581322
25530	LOC593041	6.02E-05	0.472573365	0.549	0.457	1	male-specific lethal 3 homolog	spu:593041
17153	LOC575347	2.06E-24	0.470986554	1	1	4.49E-20	cytochrome c	spu:575347
2244	LOC100891346	1.76E-07	0.470774811	0.761	0.666	0.003837012	uncharacterized protein LOC100891346	spu:100891346
20842	LOC582174	1.51E-05	0.468531796	0.803	0.786	0.33032359	A-kinase anchor protein 9 isoform X1	spu:582174
17963	LOC576830	0.002716359	0.467273107	0.408	0.335	1	26S proteasome regulatory subunit 6A-B	spu:576830
19526	LOC579681	6.01E-07	0.466323184	0.831	0.771	0.013121085	UBX domain-containing protein 1	spu:579681
20636	LOC581809	1.44E-08	0.464664	0.31	0.117	0.00031497	rhotekin isoform X2	spu:581809
9	eif4a	0.000500885	0.464260181	0.38	0.265	1	NA	NA
25121	LOC592166	5.43E-05	0.462791898	0.324	0.186	1	NA	NA
1362	LOC100889908	1.07E-08	0.462105579	0.268	0.091	0.000232511	GRB10-interacting GYF protein 2 isoform X1	spu:100889908
8	E2E3	3.25E-06	0.461760934	0.69	0.589	0.070819565	NA	NA
18837	LOC578392	3.05E-05	0.459541792	0.676	0.607	0.665081365	purine nucleoside phosphorylase isoform X2	spu:578392
27554	LOC762356	0.000445117	0.458787893	0.408	0.298	1	uncharacterized protein LOC762356	spu:762356
24635	LOC591084	2.96E-09	0.458787077	0.873	0.822	6.45E-05	histone-lysine N-methyltransferase 2C isoform X11	spu:591084
5845	LOC105441189	2.28E-07	0.456083258	0.887	0.892	0.004965541	40S ribosomal protein S21	spu:105441189
17035	LOC575138	6.97E-06	0.455331673	0.718	0.663	0.152110044	signal recognition particle 54 kDa protein isoform X1	spu:575138
18553	LOC577880	1.79E-06	0.453737831	0.817	0.827	0.039164116	bromodomain adjacent to zinc finger domain protein 2B isoform X1	spu:577880
23644	LOC588782	9.17E-08	0.453717661	0.873	0.802	0.002001236	"serine--tRNA ligase, cytoplasmic"	spu:588782
23086	LOC587414	0.000370227	0.4530972	0.366	0.248	1	"39S ribosomal protein L23, mitochondrial"	spu:587414
16581	LOC373354	0.000660848	0.452977374	0.662	0.658	1	"histone H1-beta, late embryonic"	spu:373354
596	LOC100888674	4.15E-09	0.452650804	0.775	0.492	9.06E-05	uncharacterized protein LOC100888674	spu:100888674
18650	LOC578050	1.10E-06	0.452410659	0.31	0.14	0.023974743	membrane-associated progesterone receptor component 1	spu:578050
18669	LOC578079	3.28E-12	0.452321125	0.986	0.975	7.16E-08	uncharacterized protein LOC578079 isoform X1	spu:578079
24354	LOC590424	1.19E-08	0.452020718	0.831	0.762	0.000260509	uncharacterized protein LOC590424 isoform X1	spu:590424
18179	LOC577233	1.05E-05	0.451939606	0.577	0.445	0.22812178	mediator of RNA polymerase II transcription subunit 12 isoform X2	spu:577233
18788	LOC578304	5.06E-06	0.451423	0.479	0.275	0.110466076	protein Shroom3 isoform X3	spu:578304
20039	LOC580629	1.35E-05	0.449948786	0.732	0.66	0.293686799	cytochrome c oxidase subunit 6B1	spu:580629
958	LOC100889254	0.00078696	0.449910095	0.31	0.192	1	protein SPT2 homolog	spu:100889254
20192	LOC580943	3.40E-11	0.449760792	0.972	0.983	7.41E-07	structural maintenance of chromosomes protein 1A	spu:580943
182	LOC100887987	7.38E-06	0.447871438	0.268	0.117	0.160986221	uncharacterized protein LOC100887987	spu:100887987
5629	LOC105440594	2.45E-05	0.447359525	0.338	0.188	0.534241486	NA	NA
16844	LOC574793	0.000248042	0.447336707	0.437	0.328	1	pre-mRNA 3' end processing protein WDR33	spu:574793
19081	LOC578870	9.18E-07	0.446567093	0.268	0.108	0.020031739	rho guanine nucleotide exchange factor 7 isoform X1	spu:578870
27088	LOC755067	4.35E-08	0.446442882	0.296	0.113	0.000948534	WD repeat-containing protein 3	spu:755067
27097	LOC755106	2.00E-12	0.446117244	0.254	0.059	4.37E-08	F-box/LRR-repeat protein 4	spu:755106
26135	LOC594653	3.73E-05	0.445675822	0.606	0.536	0.814971287	transcriptional adapter 3	spu:594653
18242	LOC577346	0.026768405	0.444588683	0.408	0.381	1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform isoform X2	spu:577346
20530	LOC581595	8.23E-05	0.444113304	0.394	0.262	1	NA	NA
18033	LOC576978	0.000269001	0.44285191	0.521	0.423	1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:576978
3557	LOC100893545	0.00014818	0.442651071	0.38	0.253	1	sin3 histone deacetylase corepressor complex component SDS3 isoform X1	spu:100893545
22029	LOC584867	0.000300159	0.440883905	0.606	0.565	1	probable ATP-dependent RNA helicase DDX23 isoform X1	spu:584867
17455	LOC575905	1.30E-07	0.439778104	0.901	0.906	0.002840677	ubiquitin-conjugating enzyme E2-17 kDa	spu:575905
4721	LOC105438362	0.000306092	0.439470565	0.282	0.159	1	uncharacterized protein LOC105438362	spu:105438362
19072	LOC578850	0.000110593	0.43901462	0.634	0.584	1	U5 small nuclear ribonucleoprotein 40 kDa protein	spu:578850
7784	LOC105446345	0.007595879	0.43724526	0.451	0.41	1	NA	NA
16707	LOC548620	1.53E-27	0.436142629	1	1	3.34E-23	elongation factor 1 alpha	spu:548620
18472	LOC577738	2.76E-05	0.436052925	0.465	0.317	0.602497223	NA	NA
20669	LOC581859	0.000219292	0.435472496	0.718	0.702	1	ATP-binding cassette sub-family F member 2	spu:581859
18552	LOC577878	0.00867042	0.434676706	0.296	0.216	1	uncharacterized protein LOC577878	spu:577878
22251	LOC585398	1.69E-13	0.433643884	1	0.994	3.68E-09	"ras homolog gene family, member C-like"	spu:585398
21192	LOC582919	4.69E-06	0.432576662	0.634	0.531	0.102335459	U3 small nucleolar RNA-interacting protein 2 isoform X1	spu:582919
22290	LOC585495	0.000339416	0.430438432	0.268	0.146	1	cyclic AMP-responsive element-binding protein 3-like protein 4	spu:585495
1019	LOC100889352	0.000325064	0.429679134	0.676	0.688	1	uncharacterized protein LOC100889352 isoform X1	spu:100889352
22343	LOC585599	4.55E-05	0.428861139	0.592	0.5	0.992407639	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	spu:585599
23405	LOC588193	1.95E-08	0.428807772	0.873	0.816	0.00042492	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	spu:588193
20131	LOC580820	3.20E-06	0.428428346	0.634	0.51	0.069819615	transcription initiation factor TFIID subunit 3	spu:580820
18775	LOC578276	4.98E-05	0.428211604	0.324	0.175	1	uncharacterized protein LOC578276	spu:578276
20795	LOC582089	0.000948567	0.427707338	0.31	0.196	1	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	spu:582089
465	LOC100888466	0.000525223	0.427666874	0.324	0.203	1	uncharacterized protein LOC100888466	spu:100888466
2619	LOC100891935	6.76E-08	0.4276059	0.915	0.872	0.001474414	"histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X1"	spu:100891935
24911	LOC591730	0.001823227	0.427400452	0.676	0.689	1	LOW QUALITY PROTEIN: protein polybromo-1	spu:591730
1015	LOC100889344	1.61E-06	0.426490423	0.366	0.188	0.035049486	zinc finger protein 37-like	spu:100889344
23421	LOC588224	5.27E-05	0.426025116	0.465	0.34	1	LIM and senescent cell antigen-like-containing domain protein 1	spu:588224
26075	LOC594490	0.001405554	0.425859528	0.38	0.287	1	retinoblastoma-like protein 1	spu:594490
4859	LOC105438689	0.000151314	0.425142254	0.338	0.205	1	NA	NA
20263	LOC581071	0.002175784	0.422039393	0.296	0.192	1	PAX3- and PAX7-binding protein 1 isoform X1	spu:581071
18324	LOC577477	7.12E-07	0.421862623	0.859	0.812	0.015535438	serine/threonine-protein kinase Nek1 isoform X1	spu:577477
17024	LOC575125	1.33E-17	0.421428746	1	0.999	2.90E-13	heterogeneous nuclear ribonucleoprotein A3 homolog 2 isoform X5	spu:575125
24203	LOC590067	5.88E-10	0.421421026	0.972	0.972	1.28E-05	nucleolar protein 56	spu:590067
18359	LOC577549	6.35E-05	0.420202631	0.662	0.628	1	lysine-specific histone demethylase 1B	spu:577549
23685	LOC588883	8.59E-09	0.41733552	0.958	0.944	0.000187431	poly [ADP-ribose] polymerase tankyrase isoform X1	spu:588883
2634	LOC100891963	0.006929936	0.417032964	0.423	0.372	1	uncharacterized protein LOC100891963 isoform X1	spu:100891963
3168	LOC100892920	0.00116144	0.416972723	0.352	0.249	1	uncharacterized protein LOC100892920 isoform X1	spu:100892920
20918	LOC582325	6.11E-09	0.416431331	0.972	0.972	0.00013325	ADP-ribosylation factor 1	spu:582325
24400	LOC590530	0.001478428	0.416288473	0.352	0.257	1	40S ribosomal protein S23	spu:590530
25888	LOC593945	0.000368374	0.41585128	0.437	0.324	1	tax1-binding protein 1 homolog B	spu:593945
940	LOC100889221	0.003311762	0.415097016	0.493	0.434	1	uncharacterized protein LOC100889221	spu:100889221
23842	LOC589254	1.18E-05	0.415070783	0.535	0.42	0.258454376	nipped-B-like protein A	spu:589254
20540	LOC581618	0.026253309	0.41438429	0.254	0.192	1	transcription factor 12 isoform X6	spu:581618
1750	LOC100890532	0.00248537	0.412727514	0.437	0.354	1	NA	NA
19949	LOC580457	1.67E-06	0.412721883	0.775	0.716	0.036486081	F-box only protein 11 isoform X1	spu:580457
25590	LOC593175	0.000394818	0.41262284	0.254	0.125	1	hairy/enhancer-of-split related with YRPW motif protein isoform X2	spu:593175
25127	LOC592177	0.000459497	0.412246007	0.592	0.528	1	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177
26538	LOC752989	0.000139204	0.412151233	0.338	0.196	1	DNA ligase 1 isoform X1	spu:752989
20066	LOC580680	7.03E-27	0.41164995	1	1	1.53E-22	Y-box factor homolog isoform X1	spu:580680
22748	LOC586574	0.009765951	0.411413431	0.507	0.486	1	N-acetylneuraminate lyase	spu:586574
22759	LOC586593	0.013450364	0.41131085	0.493	0.47	1	ubiquitin-conjugating enzyme E2-17 kDa	spu:586593
24519	LOC590813	0.0002504	0.411261482	0.507	0.418	1	cytoplasmic dynein 1 light intermediate chain 2 isoform X2	spu:590813
4786	LOC105438521	9.70E-05	0.409486728	0.676	0.612	1	pre-mRNA-splicing factor CWC22 homolog	spu:105438521
18973	LOC578650	0.002028451	0.409163589	0.535	0.523	1	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:578650
18801	LOC578329	0.000279418	0.408917688	0.592	0.535	1	E3 ubiquitin-protein ligase TRIP12	spu:578329
2278	LOC100891405	2.45E-06	0.408498077	0.31	0.142	0.053574769	uncharacterized protein LOC100891405	spu:100891405
912	LOC100889179	0.003886571	0.408362375	0.38	0.31	1	crossover junction endonuclease EME1	spu:100889179
6108	LOC105441897	0.00038992	0.407439168	0.549	0.474	1	protein piccolo-like	spu:105441897
18969	LOC578637	0.001332059	0.406864864	0.704	0.712	1	transcription factor AP-4	spu:578637
26130	LOC594644	0.000655287	0.406568414	0.437	0.346	1	serine/threonine-protein phosphatase 4 catalytic subunit isoform X2	spu:594644
26537	LOC752987	9.81E-08	0.406007425	0.887	0.941	0.002140982	NA	NA
26513	LOC752896	2.44E-08	0.404877052	0.873	0.881	0.000533533	chromobox protein homolog 1	spu:752896
8206	LOC105447489	1.35E-05	0.402837131	0.423	0.263	0.295404708	NA	NA
3526	LOC100893494	1.87E-05	0.402755251	0.775	0.733	0.408035835	RWD domain-containing protein 4	spu:100893494
435	LOC100888414	0.000119909	0.40249202	0.38	0.239	1	uncharacterized protein C8orf48 homolog isoform X1	spu:100888414
12	HDAC1	4.74E-05	0.402296632	0.662	0.646	1	NA	NA
17635	LOC576226	0.001692971	0.402060167	0.451	0.385	1	"dynein heavy chain 12, axonemal-like isoform X1"	spu:576226
25225	LOC592391	0.005735357	0.400182782	0.437	0.364	1	LOW QUALITY PROTEIN: neural Wiskott-Aldrich syndrome protein	spu:592391
25300	LOC592552	0.00205593	0.400168927	0.338	0.238	1	E3 ubiquitin-protein ligase TTC3 isoform X1	spu:592552
25832	LOC593807	2.50E-15	0.399777838	1	0.998	5.45E-11	targeting protein for Xklp2 homolog isoform X1	spu:593807
18640	LOC578026	0.001588549	0.398881998	0.352	0.247	1	GON-4-like protein	spu:578026
5555	LOC105440393	2.06E-07	0.398187383	0.296	0.117	0.00450327	NA	NA
18984	LOC578672	7.87E-17	0.398152434	1	1	1.72E-12	heterogeneous nuclear ribonucleoprotein U isoform X3	spu:578672
23549	LOC588563	0.010885092	0.398023847	0.38	0.328	1	cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1	spu:588563
16785	LOC574677	0.000122509	0.39801534	0.62	0.572	1	mesoderm induction early response protein 1 isoform X1	spu:574677
28283	LOC764890	0.000387854	0.396752281	0.648	0.601	1	coiled-coil domain-containing protein 60	spu:764890
20558	LOC581660	4.54E-06	0.396013235	0.408	0.234	0.099117896	centromere protein K	spu:581660
18135	LOC577161	0.0022599	0.395923565	0.366	0.272	1	C-Jun-amino-terminal kinase-interacting protein 4 isoform X1	spu:577161
20394	LOC581328	0.002341004	0.394087614	0.69	0.688	1	mediator of RNA polymerase II transcription subunit 1	spu:581328
26117	LOC594598	0.000591094	0.393636462	0.352	0.232	1	zinc finger protein 708 isoform X1	spu:594598
27073	LOC754972	5.94E-06	0.393294905	0.62	0.515	0.129631229	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"	spu:754972
22077	LOC584986	0.008439283	0.392798323	0.563	0.563	1	kidney mitochondrial carrier protein 1	spu:584986
20027	LOC580611	0.000601395	0.392764071	0.408	0.301	1	protein IWS1 homolog	spu:580611
17161	LOC575361	0.014784694	0.39274323	0.479	0.461	1	homeobox protein cut-like 1	spu:575361
18725	LOC578189	2.39E-07	0.391259688	0.901	0.803	0.005225894	remodeling and spacing factor 1	spu:578189
17012	LOC575098	4.12E-05	0.390557493	0.732	0.716	0.900104488	cell division cycle and apoptosis regulator protein 1 isoform X1	spu:575098
4173	LOC105436960	0.00052426	0.389890079	0.268	0.148	1	uncharacterized protein LOC105436960 isoform X1	spu:105436960
21756	LOC584197	0.0017853	0.389505021	0.648	0.627	1	uncharacterized protein LOC584197	spu:584197
26672	LOC753487	9.69E-07	0.389096136	0.972	0.965	0.021138255	ubiquitin-conjugating enzyme E2 2 isoform X2	spu:753487
22101	LOC585046	3.80E-05	0.388995604	0.521	0.389	0.830333023	protein Jumonji	spu:585046
24964	LOC591819	0.001276483	0.388767047	0.563	0.532	1	alpha-centractin	spu:591819
16618	LOC373434	0.000154176	0.388410464	0.282	0.153	1	seawi	spu:373434
22929	LOC587000	0.006322505	0.388405842	0.465	0.424	1	protein RCC2 homolog	spu:587000
19638	LOC579879	0.001730533	0.386867308	0.38	0.28	1	bromodomain-containing protein 7	spu:579879
16832	LOC574763	0.000152588	0.386048431	0.521	0.434	1	DCN1-like protein 5 isoform X1	spu:574763
25243	LOC592424	0.018388954	0.385492205	0.352	0.299	1	transcription initiation factor TFIID subunit 3	spu:592424
26583	LOC753159	9.14E-13	0.384966393	1	0.999	1.99E-08	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1	spu:753159
24043	LOC589717	0.001637385	0.384040049	0.408	0.302	1	nuclear migration protein nudC	spu:589717
21360	LOC583286	2.17E-08	0.384022429	0.887	0.846	0.000473991	CTD small phosphatase-like protein 2 isoform X1	spu:583286
7	dri	3.91E-11	0.383343239	0.31	0.082	8.54E-07	NA	NA
17488	LOC575959	0.000509326	0.382127424	0.704	0.671	1	chromodomain-helicase-DNA-binding protein 1 isoform X1	spu:575959
7668	LOC105446077	0.005771102	0.382041267	0.394	0.327	1	SH2 domain-containing adapter protein F-like	spu:105446077
19981	LOC580515	7.19E-05	0.381714262	0.535	0.406	1	"sprouty-related, EVH1 domain-containing protein 3"	spu:580515
25929	LOC594061	0.006032715	0.381095133	0.408	0.345	1	ribosomal RNA processing protein 1 homolog A isoform X1	spu:594061
19248	LOC579169	0.001290953	0.381077924	0.296	0.181	1	uncharacterized protein LOC579169 isoform X1	spu:579169
19568	LOC579752	0.000698759	0.380962447	0.662	0.674	1	signal recognition particle 19 kDa protein	spu:579752
99	LOC100887858	0.009938657	0.380266716	0.338	0.265	1	vicilin-like seed storage protein At2g18540	spu:100887858
25918	LOC594026	5.22E-06	0.380116534	0.775	0.745	0.113869603	structural maintenance of chromosomes protein 3	spu:594026
20854	LOC582197	0.000313097	0.379449977	0.254	0.132	1	golgin subfamily A member 2	spu:582197
20130	LOC580818	4.26E-08	0.378644155	0.944	0.943	0.000930506	AT-rich interactive domain-containing protein 1A isoform X1	spu:580818
7160	LOC105444707	2.20E-05	0.378017607	0.676	0.617	0.479146523	NA	NA
20194	LOC580948	0.019842375	0.377483619	0.465	0.448	1	FAS-associated factor 1	spu:580948
24348	LOC590415	0.007929241	0.377190418	0.296	0.205	1	transmembrane protein 131 isoform X1	spu:590415
21447	LOC583484	0.028706963	0.376539419	0.324	0.272	1	probable flavin-containing monoamine oxidase A isoform X1	spu:583484
2038	LOC100891014	0.002809167	0.376469524	0.38	0.287	1	protein bowel	spu:100891014
28307	LOC764961	4.19E-05	0.376049892	0.507	0.371	0.914988578	NA	NA
21180	LOC582892	0.008065586	0.375966575	0.254	0.172	1	abnormal spindle-like microcephaly-associated protein homolog	spu:582892
23448	LOC588303	4.32E-08	0.374788134	0.887	0.868	0.000943773	heterogeneous nuclear ribonucleoprotein H isoform X2	spu:588303
18599	LOC577954	0.001520684	0.374756875	0.338	0.232	1	ribosome biogenesis protein NSA2 homolog	spu:577954
22947	LOC587044	0.005734604	0.374294759	0.254	0.163	1	WD repeat-containing protein 74	spu:587044
3780	LOC100893899	0.012720456	0.373878325	0.451	0.41	1	LOW QUALITY PROTEIN: kinesin-like protein KIF13A	spu:100893899
21879	LOC584477	9.09E-06	0.373858887	0.746	0.713	0.198328589	"cell division cycle 42 (GTP binding protein, 25kDa)-like"	spu:584477
24759	LOC591398	8.13E-05	0.373152573	0.746	0.722	1	neurofilament heavy polypeptide isoform X1	spu:591398
16570	LOC373342	2.41E-09	0.373105375	1	0.999	5.27E-05	"histone H1, early embryonic"	spu:373342
17097	LOC575241	6.11E-05	0.373001083	0.62	0.549	1	serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X1	spu:575241
2604	LOC100891918	3.14E-07	0.372945425	0.972	0.94	0.0068528	far upstream element-binding protein 1 isoform X8	spu:100891918
25874	LOC593910	0.018042011	0.372907536	0.38	0.329	1	"complex I assembly factor TIMMDC1, mitochondrial"	spu:593910
22531	LOC586062	0.008296855	0.372359574	0.423	0.359	1	septin-11	spu:586062
4994	LOC105439049	0.000862419	0.371960436	0.423	0.32	1	NA	NA
24569	LOC590932	0.004416194	0.371640571	0.408	0.323	1	NA	NA
26806	LOC753921	4.55E-08	0.370722755	0.859	0.803	0.000993717	protein FAM50A isoform X1	spu:753921
19554	LOC579728	0.002923381	0.370544673	0.366	0.275	1	uncharacterized protein LOC579728	spu:579728
