	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
24577	LOC590954	1.36E-16	0.674641623	0.323	0.138	2.97E-12	pre-mRNA-splicing factor CWC22 homolog isoform X2	spu:590954
18169	LOC577224	1.92E-22	0.674083408	0.683	0.472	4.18E-18	CREB-binding protein isoform X5	spu:577224
20858	LOC582211	1.78E-13	0.673941248	0.425	0.25	3.88E-09	NA	NA
25126	LOC592188	3.45E-26	0.671702743	0.414	0.162	7.53E-22	NA	NA
24598	LOC590990	2.85E-23	0.671346854	0.409	0.164	6.23E-19	anillin isoform X1	spu:590990
22293	LOC585512	6.66E-15	0.67032885	0.532	0.362	1.45E-10	cyclin-T1	spu:585512
26545	LOC753029	1.16E-15	0.668678272	0.328	0.15	2.54E-11	parafibromin	spu:753029
20107	LOC580779	4.25E-18	0.668321466	0.414	0.206	9.28E-14	vesicle-associated membrane protein-associated protein A	spu:580779
23487	LOC588405	2.03E-20	0.666644143	0.484	0.255	4.42E-16	mediator of RNA polymerase II transcription subunit 19	spu:588405
26640	LOC753380	7.11E-28	0.665771553	0.839	0.67	1.55E-23	selenoprotein S	spu:753380
20414	LOC581376	5.33E-59	0.665189332	1	0.913	1.16E-54	14-3-3 family protein artA isoform X1	spu:581376
3013	LOC100892660	2.11E-20	0.66466853	0.285	0.097	4.60E-16	NA	NA
18375	LOC577596	3.18E-24	0.663188223	0.935	0.802	6.95E-20	ribonucleoside-diphosphate reductase subunit M2	spu:577596
17981	LOC576873	5.13E-18	0.663025633	0.371	0.169	1.12E-13	G protein pathway suppressor 2 isoform X1	spu:576873
21890	LOC584503	3.28E-20	0.661136802	0.548	0.308	7.16E-16	"spectrin beta chain, non-erythrocytic 1 isoform X1"	spu:584503
754	LOC100888951	9.76E-13	0.657790335	0.333	0.167	2.13E-08	uncharacterized protein LOC100888951	spu:100888951
20362	LOC581268	4.05E-18	0.657044772	0.425	0.216	8.83E-14	NA	NA
16920	LOC574943	5.80E-34	0.656416788	0.263	0.057	1.27E-29	sodium-coupled neutral amino acid transporter 9 isoform X1	spu:574943
27254	LOC755970	4.58E-18	0.654790503	0.828	0.688	1.00E-13	NA	NA
25653	LOC593366	4.33E-18	0.654351207	0.468	0.265	9.45E-14	prefoldin subunit 3	spu:593366
5475	LOC105440217	2.00E-29	0.654237395	0.935	0.71	4.36E-25	"LOW QUALITY PROTEIN: histone H3, embryonic"	spu:105440217
18636	LOC578030	7.15E-17	0.653713836	0.371	0.174	1.56E-12	transforming acidic coiled-coil-containing protein 3 isoform X1	spu:578030
3679	LOC100893761	1.90E-15	0.652719544	0.349	0.167	4.16E-11	kinetochore protein Nuf2-A	spu:100893761
19403	LOC579470	6.43E-18	0.651979092	0.602	0.395	1.40E-13	lysine-specific demethylase 4A isoform X1	spu:579470
7717	LOC105446195	7.32E-17	0.651435776	0.543	0.348	1.60E-12	pre-mRNA-splicing factor CWC22 homolog	spu:105446195
21361	LOC583300	7.50E-18	0.651156408	0.468	0.258	1.64E-13	F-box/LRR-repeat protein 5	spu:583300
17976	LOC576865	3.26E-21	0.649324715	0.29	0.098	7.11E-17	separin isoform X1	spu:576865
16793	LOC574702	1.63E-15	0.648580346	0.565	0.388	3.56E-11	CCR4-NOT transcription complex subunit 4 isoform X1	spu:574702
26410	LOC752590	2.86E-21	0.648277852	0.473	0.235	6.25E-17	U4/U6.U5 tri-snRNP-associated protein 1	spu:752590
19159	LOC579027	9.35E-24	0.646908508	0.86	0.785	2.04E-19	msx2-interacting protein isoform X1	spu:579027
23250	LOC587806	8.76E-20	0.646806546	0.29	0.104	1.91E-15	BUD13 homolog	spu:587806
28279	LOC764900	2.53E-25	0.64665027	0.296	0.09	5.52E-21	hybrid signal transduction histidine kinase L	spu:764900
23530	LOC588527	1.17E-15	0.646419768	0.366	0.178	2.55E-11	"KH domain-containing, RNA-binding, signal transduction-associated protein 2 isoform X1"	spu:588527
21197	LOC582932	7.79E-18	0.645533151	0.441	0.233	1.70E-13	eukaryotic translation initiation factor 3 subunit C	spu:582932
24766	LOC591423	5.17E-12	0.645447561	0.409	0.252	1.13E-07	apoptotic chromatin condensation inducer in the nucleus isoform X1	spu:591423
17609	LOC576192	5.16E-16	0.643575962	0.495	0.273	1.13E-11	NA	NA
18262	LOC577383	1.15E-22	0.642438327	0.301	0.101	2.52E-18	RNA polymerase II-associated protein 3	spu:577383
24449	LOC590665	2.13E-17	0.642324186	0.608	0.424	4.66E-13	NA	NA
20768	LOC582050	3.74E-21	0.641798788	0.409	0.181	8.15E-17	cleavage and polyadenylation specificity factor subunit 2	spu:582050
3934	LOC105436394	1.50E-34	0.641583329	0.973	0.863	3.27E-30	40S ribosomal protein S18	spu:105436394
17371	LOC575755	7.40E-14	0.636804271	0.398	0.224	1.61E-09	prohibitin-2	spu:575755
25141	LOC592207	1.61E-15	0.635745324	0.548	0.359	3.50E-11	equilibrative nucleoside transporter 1	spu:592207
18548	LOC577880	3.13E-17	0.634903726	0.527	0.304	6.84E-13	bromodomain adjacent to zinc finger domain protein 2B isoform X1	spu:577880
18337	LOC577510	9.95E-17	0.63257649	0.575	0.383	2.17E-12	centrosome-associated protein 350 isoform X1	spu:577510
27773	LOC763163	3.62E-26	0.631934072	0.269	0.075	7.91E-22	DNA repair protein XRCC4 isoform X1	spu:763163
6387	LOC105442620	1.91E-29	0.630520747	0.253	0.06	4.16E-25	NA	NA
20875	LOC582243	9.02E-12	0.62742365	0.328	0.171	1.97E-07	GRIP1-associated protein 1	spu:582243
18967	LOC578650	3.06E-15	0.626967213	0.419	0.219	6.68E-11	putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1	spu:578650
22248	LOC585398	2.58E-42	0.62620443	0.995	0.91	5.64E-38	"ras homolog gene family, member C-like"	spu:585398
19466	LOC579592	1.16E-13	0.625256879	0.435	0.252	2.54E-09	centrosomal protein of 164 kDa isoform X1	spu:579592
25117	LOC592172	2.54E-21	0.622175864	0.839	0.658	5.53E-17	centromere protein F	spu:592172
17154	LOC575361	1.01E-14	0.621459397	0.548	0.369	2.21E-10	homeobox protein cut-like 1	spu:575361
22661	LOC586394	1.08E-11	0.617851072	0.333	0.175	2.36E-07	late histone H2B.L4	spu:586394
19337	LOC579345	1.47E-30	0.617138297	0.892	0.749	3.22E-26	"cytochrome c oxidase subunit 5A, mitochondrial"	spu:579345
20193	LOC580957	3.81E-61	0.616696269	1	0.971	8.31E-57	60S ribosomal protein L27	spu:580957
25202	LOC592342	1.27E-18	0.615043491	0.548	0.323	2.76E-14	ubiquitin carboxyl-terminal hydrolase 5	spu:592342
26900	LOC754248	6.34E-14	0.614752928	0.505	0.332	1.38E-09	NA	NA
18593	LOC577954	1.18E-13	0.614405987	0.581	0.427	2.57E-09	ribosome biogenesis protein NSA2 homolog	spu:577954
21177	LOC582892	8.63E-16	0.61382436	0.468	0.248	1.88E-11	abnormal spindle-like microcephaly-associated protein homolog	spu:582892
22016	LOC584839	3.07E-41	0.613026327	0.995	0.897	6.70E-37	ubiquitin isoform X1	spu:584839
21341	LOC583253	1.40E-19	0.612688022	0.317	0.12	3.06E-15	seali	spu:583253
26476	LOC752810	1.83E-16	0.611808642	0.339	0.148	4.00E-12	uncharacterized protein LOC752810 isoform X1	spu:752810
21450	LOC583495	2.08E-31	0.611326012	0.962	0.87	4.54E-27	40S ribosomal protein S4	spu:583495
17362	LOC575742	4.65E-12	0.611322155	0.473	0.317	1.02E-07	E3 ubiquitin-protein ligase HUWE1	spu:575742
20719	LOC581957	7.59E-15	0.610134133	0.323	0.148	1.66E-10	methionine synthase reductase isoform X1	spu:581957
20516	LOC581577	1.32E-16	0.609930753	0.527	0.324	2.87E-12	NA	NA
28364	Sp-Smad2/3	4.04E-14	0.609537632	0.349	0.172	8.82E-10	NA	NA
28207	LOC764638	2.33E-21	0.608385992	0.79	0.649	5.09E-17	glycogen synthase kinase-3 beta	spu:764638
16468	LOC373183	1.67E-23	0.606850433	0.817	0.633	3.64E-19	40S ribosomal protein SA	spu:373183
515	LOC100888549	1.68E-14	0.606832773	0.468	0.28	3.66E-10	protein cramped-like	spu:100888549
24649	LOC591121	2.96E-14	0.606449873	0.253	0.1	6.46E-10	NA	NA
21352	LOC583272	2.52E-19	0.603473423	0.328	0.13	5.50E-15	microfibrillar-associated protein 1	spu:583272
18988	LOC578693	4.98E-16	0.602119122	0.532	0.307	1.09E-11	lymphocyte-specific helicase	spu:578693
25093	LOC592111	1.28E-13	0.601325372	0.328	0.16	2.79E-09	uncharacterized protein LOC592111 isoform X1	spu:592111
23421	LOC588224	2.03E-13	0.599995671	0.344	0.175	4.44E-09	LIM and senescent cell antigen-like-containing domain protein 1	spu:588224
23832	LOC589233	5.18E-12	0.598616194	0.435	0.28	1.13E-07	vasculin	spu:589233
16610	LOC373434	5.07E-20	0.596772339	0.258	0.083	1.11E-15	seawi	spu:373434
7777	LOC105446357	3.15E-14	0.596608161	0.43	0.237	6.87E-10	NA	NA
26706	LOC753630	1.44E-21	0.596269281	0.269	0.085	3.14E-17	NA	NA
26060	LOC594475	5.41E-14	0.595911212	0.285	0.123	1.18E-09	small RNA degrading nuclease 5 isoform X1	spu:594475
17302	LOC575642	3.25E-17	0.59413536	0.274	0.101	7.10E-13	ESF1 homolog isoform X1	spu:575642
16602	LOC373418	2.36E-36	0.593580086	0.919	0.781	5.14E-32	ras-related protein ORAB-1 isoform X2	spu:373418
22834	LOC586775	1.81E-15	0.593270256	0.328	0.147	3.94E-11	"LOW QUALITY PROTEIN: RNA-binding motif protein, X-linked 2"	spu:586775
21904	LOC584530	4.39E-15	0.592294732	0.559	0.367	9.57E-11	H/ACA ribonucleoprotein complex subunit DKC1	spu:584530
24264	LOC590220	8.32E-34	0.592141503	0.968	0.874	1.82E-29	NA	NA
26956	LOC754442	1.40E-15	0.591473634	0.301	0.128	3.06E-11	parafibromin	spu:754442
19066	LOC578850	9.06E-17	0.591103628	0.344	0.155	1.98E-12	U5 small nuclear ribonucleoprotein 40 kDa protein	spu:578850
21324	LOC583203	3.15E-13	0.590854428	0.301	0.139	6.86E-09	E3 ubiquitin-protein ligase RNF8 isoform X2	spu:583203
28035	LOC763990	6.18E-12	0.588343224	0.435	0.276	1.35E-07	NA	NA
26108	LOC594592	1.70E-08	0.58732929	0.409	0.295	0.000371207	polyadenylate-binding protein 2	spu:594592
24291	LOC590286	3.88E-13	0.585727462	0.328	0.157	8.47E-09	protein Spindly-A	spu:590286
27325	LOC756374	2.21E-11	0.585633486	0.371	0.215	4.83E-07	protein DEK	spu:756374
25037	LOC591988	4.93E-15	0.584147505	0.274	0.11	1.08E-10	ankycorbin	spu:591988
20160	LOC580885	9.44E-14	0.584124661	0.478	0.281	2.06E-09	uncharacterized protein LOC580885	spu:580885
23414	LOC588209	3.04E-15	0.583913581	0.333	0.15	6.64E-11	NA	NA
25747	LOC593605	1.02E-13	0.583254653	0.435	0.259	2.22E-09	ribosome biogenesis protein NOP53	spu:593605
17365	LOC575746	1.84E-12	0.582719589	0.473	0.308	4.02E-08	NK-tumor recognition protein isoform X1	spu:575746
18000	LOC576916	2.18E-12	0.582206775	0.468	0.29	4.75E-08	"nascent polypeptide-associated complex subunit alpha, muscle-specific form isoform X4"	spu:576916
22809	LOC586719	1.25E-14	0.582006011	0.263	0.105	2.73E-10	NA	NA
17090	LOC575241	1.15E-11	0.581450409	0.398	0.235	2.51E-07	serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X1	spu:575241
22204	LOC585298	8.89E-23	0.580279556	0.86	0.795	1.94E-18	"cytochrome c oxidase subunit 6A, mitochondrial"	spu:585298
111	LOC100887886	7.42E-18	0.579832399	0.269	0.095	1.62E-13	uncharacterized protein LOC100887886	spu:100887886
3086	LOC100892783	1.27E-12	0.57802175	0.419	0.241	2.76E-08	neurofilament heavy polypeptide isoform X1	spu:100892783
16957	LOC575014	3.58E-14	0.57425986	0.462	0.266	7.82E-10	gamma-adducin isoform X1	spu:575014
17617	LOC576205	3.44E-16	0.570905375	0.704	0.55	7.51E-12	AP-2 complex subunit mu	spu:576205
17259	LOC575570	1.10E-15	0.570527754	0.28	0.111	2.39E-11	E3 ubiquitin-protein ligase MGRN1 isoform X1	spu:575570
25590	LOC593185	5.75E-15	0.570133549	0.462	0.269	1.25E-10	uncharacterized protein C1orf198 homolog isoform X1	spu:593185
25588	LOC593178	1.91E-17	0.569875227	0.317	0.128	4.17E-13	histone deacetylase 4 isoform X1	spu:593178
17078	LOC575216	2.92E-11	0.569683975	0.548	0.422	6.37E-07	probable helicase with zinc finger domain isoform X1	spu:575216
20616	LOC581772	4.52E-08	0.568074186	0.435	0.334	0.00098674	ubiquitin-conjugating enzyme E2 Q1	spu:581772
20037	LOC580638	4.87E-10	0.566390494	0.28	0.143	1.06E-05	splicing factor 3B subunit 2 isoform X1	spu:580638
17598	LOC576173	1.33E-19	0.564468496	0.269	0.09	2.89E-15	fragile X mental retardation syndrome-related protein 1	spu:576173
16505	LOC373241	1.06E-12	0.564181984	0.543	0.368	2.30E-08	KRP170	spu:373241
4987	LOC105439049	1.30E-11	0.56398188	0.516	0.373	2.83E-07	NA	NA
23978	LOC589574	1.55E-12	0.561941012	0.511	0.344	3.38E-08	U2 snRNP-associated SURP motif-containing protein	spu:589574
21702	LOC584067	1.82E-16	0.561423288	0.28	0.108	3.97E-12	AP-3 complex subunit beta-2	spu:584067
23697	LOC588905	3.82E-14	0.561066205	0.532	0.353	8.34E-10	coiled-coil domain-containing protein 6	spu:588905
27824	LOC763319	4.33E-21	0.560732362	0.672	0.431	9.46E-17	"A-kinase anchor protein 1, mitochondrial"	spu:763319
4110	LOC105436821	5.01E-12	0.560232843	0.618	0.488	1.09E-07	M-phase phosphoprotein 8	spu:105436821
26280	LOC752216	1.78E-12	0.55946084	0.253	0.107	3.89E-08	poly [ADP-ribose] polymerase 1	spu:752216
22465	LOC585921	4.25E-11	0.55925551	0.258	0.12	9.29E-07	proteasome activator complex subunit 3	spu:585921
22670	LOC586410	4.56E-21	0.559149989	0.86	0.698	9.95E-17	co-chaperone protein daf-41	spu:586410
17958	LOC576830	1.53E-12	0.557700974	0.468	0.299	3.34E-08	26S proteasome regulatory subunit 6A-B	spu:576830
8235	LOC105447583	4.02E-16	0.557317204	0.301	0.123	8.78E-12	ribosomal RNA-processing protein 8-like	spu:105447583
20135	LOC580842	9.56E-20	0.555596869	0.263	0.087	2.09E-15	uncharacterized protein LOC580842 isoform X1	spu:580842
26851	LOC754092	5.02E-13	0.554822222	0.328	0.16	1.09E-08	kinesin-like protein KIF2A isoform X1	spu:754092
28359	rab11	1.47E-18	0.554661895	0.882	0.746	3.21E-14	NA	NA
17853	LOC576654	7.54E-52	0.552806295	1	0.966	1.64E-47	40S ribosomal protein S26 isoform X1	spu:576654
23240	LOC587789	6.13E-11	0.551389792	0.495	0.36	1.34E-06	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	spu:587789
26075	LOC594510	8.09E-13	0.551125888	0.414	0.238	1.77E-08	nuclear protein MDM1	spu:594510
2239	LOC100891349	9.40E-15	0.549802141	0.263	0.105	2.05E-10	zinc finger protein 652-B	spu:100891349
17395	LOC575808	1.78E-10	0.549027151	0.425	0.276	3.89E-06	T-complex protein 1 subunit epsilon	spu:575808
701	LOC100888865	4.72E-17	0.548978748	0.269	0.098	1.03E-12	E3 ubiquitin-protein ligase rnf168 isoform X1	spu:100888865
21918	LOC584560	2.13E-53	0.548585853	1	0.973	4.65E-49	60S ribosomal protein L37a	spu:584560
22846	LOC586800	8.98E-14	0.546700638	0.688	0.553	1.96E-09	serine/arginine-rich splicing factor 10	spu:586800
21997	LOC584784	2.61E-09	0.545708738	0.403	0.26	5.69E-05	protein RRP5 homolog	spu:584784
24915	LOC591744	1.75E-12	0.544030105	0.349	0.183	3.82E-08	PR domain zinc finger protein 10 isoform X1	spu:591744
17725	LOC576413	1.26E-17	0.543668587	0.258	0.089	2.75E-13	NA	NA
691	LOC100888845	6.18E-17	0.543422931	0.667	0.477	1.35E-12	ras association domain-containing protein 1 isoform X1	spu:100888845
26860	LOC754111	7.08E-12	0.541099598	0.306	0.15	1.55E-07	probable RNA-binding protein 19	spu:754111
2610	LOC100891935	5.98E-17	0.540213451	0.624	0.423	1.31E-12	"histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X1"	spu:100891935
19241	LOC579169	4.67E-11	0.539913461	0.301	0.152	1.02E-06	uncharacterized protein LOC579169 isoform X1	spu:579169
17018	LOC575126	4.90E-10	0.538899552	0.328	0.187	1.07E-05	nucleolar GTP-binding protein 1	spu:575126
17072	LOC575207	7.18E-15	0.538180913	0.602	0.425	1.57E-10	C-terminal-binding protein 1 isoform X1	spu:575207
16733	LOC574582	4.23E-11	0.537122502	0.495	0.327	9.23E-07	disks large-associated protein 5	spu:574582
2842	LOC100892338	1.69E-10	0.536940703	0.382	0.234	3.69E-06	NA	NA
20668	LOC581865	2.84E-12	0.536776114	0.414	0.241	6.19E-08	probable ribosome biogenesis protein RLP24	spu:581865
25606	LOC593222	2.23E-18	0.535414236	0.952	0.886	4.87E-14	NA	NA
16511	LOC373247	7.22E-12	0.534459023	0.548	0.4	1.58E-07	nuclear intermediate filament protein	spu:373247
19234	LOC579153	2.72E-11	0.533525605	0.344	0.188	5.93E-07	syntaxin-5	spu:579153
23085	LOC587414	7.04E-13	0.533506685	0.328	0.166	1.54E-08	"39S ribosomal protein L23, mitochondrial"	spu:587414
18795	LOC578329	6.82E-10	0.53279607	0.489	0.356	1.49E-05	E3 ubiquitin-protein ligase TRIP12	spu:578329
21034	LOC582580	5.66E-10	0.5326132	0.392	0.247	1.24E-05	NA	NA
19209	LOC579112	8.48E-11	0.532432656	0.263	0.124	1.85E-06	uncharacterized protein LOC579112	spu:579112
22260	LOC585431	3.04E-11	0.532416703	0.274	0.131	6.63E-07	nitric oxide synthase-interacting protein	spu:585431
25513	LOC593010	7.33E-11	0.531941839	0.344	0.193	1.60E-06	TBC1 domain family member 22B	spu:593010
24820	LOC591551	2.42E-12	0.530218637	0.258	0.112	5.29E-08	tRNA pseudouridine synthase A	spu:591551
20453	LOC581456	9.65E-12	0.530019979	0.591	0.479	2.11E-07	"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	spu:581456
22843	LOC586794	8.01E-10	0.529925786	0.296	0.158	1.75E-05	NA	NA
21140	LOC582823	1.02E-10	0.528843523	0.704	0.576	2.23E-06	60S ribosomal protein L10	spu:582823
20937	LOC582362	1.01E-09	0.52871348	0.28	0.145	2.21E-05	enhancer of mRNA-decapping protein 3	spu:582362
5365	LOC105439929	5.71E-08	0.526966642	0.258	0.14	0.001246515	borealin	spu:105439929
25034	LOC591982	6.79E-10	0.526180552	0.285	0.145	1.48E-05	multidrug resistance-associated protein 4 isoform X1	spu:591982
20293	LOC581143	7.71E-33	0.526051879	0.984	0.878	1.68E-28	small nuclear ribonucleoprotein-associated protein B'	spu:581143
17859	LOC576664	4.41E-15	0.525248616	0.758	0.604	9.63E-11	THO complex subunit 4-A	spu:576664
25779	LOC593690	5.20E-08	0.523187799	0.446	0.345	0.001134479	ras-related C3 botulinum toxin substrate 1	spu:593690
18408	LOC577640	3.45E-11	0.522593398	0.296	0.147	7.53E-07	histone-lysine N-methyltransferase SUV39H2	spu:577640
20994	LOC582486	4.08E-09	0.519387854	0.392	0.26	8.91E-05	RNA-binding protein 8A	spu:582486
18868	LOC578463	3.71E-10	0.519376723	0.301	0.161	8.09E-06	symplekin	spu:578463
27744	LOC763089	2.41E-09	0.519099985	0.554	0.416	5.26E-05	hepatoma-derived growth factor-related protein 2	spu:763089
25578	LOC593162	5.66E-10	0.516984059	0.559	0.42	1.24E-05	nucleolin isoform X1	spu:593162
28332	LOC767501	2.70E-11	0.516381071	0.29	0.143	5.89E-07	AP-1 complex subunit beta-1	spu:767501
2	E2E3	7.72E-12	0.516147806	0.484	0.315	1.68E-07	NA	NA
1373	LOC100889942	1.27E-11	0.515368984	0.333	0.174	2.77E-07	zinc finger protein 541 isoform X1	spu:100889942
21817	LOC584359	1.13E-20	0.514858312	0.715	0.416	2.46E-16	chromatin assembly factor 1 subunit A isoform X3	spu:584359
3545	LOC100893538	7.54E-09	0.512445148	0.285	0.158	0.000164581	uncharacterized protein LOC100893538	spu:100893538
17353	LOC575733	5.34E-13	0.51141861	0.823	0.741	1.17E-08	MAP kinase-interacting serine/threonine-protein kinase 1	spu:575733
3660	LOC100893731	5.60E-09	0.509620711	0.376	0.244	0.000122187	solute carrier family 25 member 36	spu:100893731
23210	LOC587717	2.52E-30	0.509288184	0.984	0.919	5.50E-26	RNA-binding protein 4.1 isoform X1	spu:587717
21753	LOC584197	3.52E-10	0.507381322	0.414	0.263	7.68E-06	uncharacterized protein LOC584197	spu:584197
20762	LOC582039	8.66E-13	0.50625011	0.726	0.617	1.89E-08	KAT8 regulatory NSL complex subunit 1 isoform X2	spu:582039
7658	LOC105446077	2.02E-08	0.505360887	0.452	0.325	0.000439898	SH2 domain-containing adapter protein F-like	spu:105446077
22236	LOC585370	8.20E-10	0.505018436	0.323	0.181	1.79E-05	nucleolar GTP-binding protein 2	spu:585370
19921	LOC580416	1.12E-10	0.501239341	0.263	0.127	2.45E-06	LOW QUALITY PROTEIN: platelet-activating factor acetylhydrolase IB subunit beta	spu:580416
20859	LOC582213	1.38E-08	0.501082194	0.258	0.135	0.000300466	inner centromere protein A	spu:582213
22136	LOC585134	2.69E-10	0.500113316	0.317	0.17	5.87E-06	cyclin-L1	spu:585134
7150	LOC105444707	3.27E-11	0.499930927	0.296	0.148	7.13E-07	NA	NA
18496	LOC577797	2.13E-14	0.499845467	0.296	0.123	4.64E-10	formin-like protein 2	spu:577797
21618	LOC583862	3.98E-07	0.499708233	0.414	0.31	0.008675213	"28S ribosomal protein S5, mitochondrial"	spu:583862
24985	LOC591869	4.67E-11	0.498811172	0.586	0.471	1.02E-06	protein phosphatase 1 regulatory subunit 12A isoform X1	spu:591869
18048	LOC577009	5.49E-11	0.496903534	0.269	0.127	1.20E-06	histone acetyltransferase KAT7 isoform X1	spu:577009
24835	LOC591574	2.94E-12	0.495806914	0.586	0.385	6.41E-08	nucleolar and coiled-body phosphoprotein 1	spu:591574
25580	LOC593168	2.34E-10	0.495647433	0.306	0.161	5.11E-06	protein unc-45 homolog B	spu:593168
23205	LOC587706	8.21E-10	0.495592984	0.28	0.144	1.79E-05	ruvB-like 2 isoform X1	spu:587706
24329	LOC590369	4.91E-09	0.495545901	0.355	0.221	0.000107245	5'-3' exoribonuclease 2 isoform X1	spu:590369
18399	LOC577629	1.74E-17	0.495141064	0.763	0.588	3.80E-13	nucleolysin TIAR isoform X2	spu:577629
1708	LOC100890483	5.17E-09	0.495055802	0.511	0.395	0.000112883	zinc finger CCCH domain-containing protein 13 isoform X1	spu:100890483
18531	LOC577852	1.35E-41	0.495028838	1	0.953	2.96E-37	60S ribosomal protein L30 isoform X2	spu:577852
18978	LOC578672	5.70E-51	0.493062227	1	0.984	1.24E-46	heterogeneous nuclear ribonucleoprotein U isoform X3	spu:578672
19742	LOC580072	2.16E-09	0.492978103	0.382	0.241	4.72E-05	ralA-binding protein 1 isoform X1	spu:580072
21014	LOC582526	1.13E-16	0.492453905	0.747	0.569	2.47E-12	AN1-type zinc finger protein 6	spu:582526
19730	LOC580050	3.23E-10	0.490694924	0.344	0.195	7.04E-06	hormone receptor 4	spu:580050
24988	LOC591874	2.35E-45	0.489768366	1	0.96	5.12E-41	60S ribosomal protein L9	spu:591874
20491	LOC581537	3.14E-10	0.489654281	0.387	0.241	6.85E-06	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)-like"	spu:581537
23555	LOC588572	2.25E-10	0.488590254	0.645	0.537	4.91E-06	LOW QUALITY PROTEIN: serine/arginine repetitive matrix protein 1	spu:588572
20174	LOC580923	1.44E-18	0.487179364	0.882	0.749	3.14E-14	"RNA-binding motif protein, X chromosome isoform X1"	spu:580923
18484	LOC577780	6.83E-09	0.486113492	0.253	0.128	0.000148985	SH3 and PX domain-containing protein 2A isoform X1	spu:577780
28358	pabp	3.16E-08	0.485840359	0.312	0.188	0.000690636	NA	NA
17164	LOC575375	3.00E-14	0.484701263	0.258	0.1	6.55E-10	serine/threonine-protein kinase D3 isoform X1	spu:575375
22850	LOC586809	2.47E-12	0.484516473	0.774	0.714	5.39E-08	NA	NA
25262	LOC592467	5.23E-06	0.4825974	0.382	0.282	0.114092743	N-lysine methyltransferase KMT5A	spu:592467
4240	LOC105437158	1.38E-08	0.480952285	0.253	0.13	0.000301489	NA	NA
19718	LOC580021	3.26E-09	0.480415224	0.624	0.523	7.12E-05	uncharacterized protein LOC580021	spu:580021
17989	LOC576891	8.80E-09	0.480305313	0.366	0.23	0.000192037	dipeptidyl peptidase 9	spu:576891
20413	LOC581375	1.51E-08	0.479909588	0.387	0.263	0.000329178	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	spu:581375
18638	LOC578034	2.97E-48	0.479088047	1	0.973	6.49E-44	ribosomal protein L21-like	spu:578034
20847	LOC582192	2.18E-09	0.478455412	0.435	0.294	4.76E-05	RAC-gamma serine/threonine-protein kinase	spu:582192
18634	LOC578026	1.93E-10	0.477386293	0.269	0.129	4.21E-06	GON-4-like protein	spu:578026
16514	LOC373259	6.04E-11	0.476498031	0.694	0.564	1.32E-06	NA	NA
28360	rngi	7.42E-09	0.476162394	0.312	0.178	0.00016196	NA	NA
25964	LOC594182	8.87E-08	0.473052898	0.387	0.263	0.001934858	protein Jade-1	spu:594182
26719	LOC753676	1.09E-05	0.472419957	0.441	0.356	0.238341524	V-type proton ATPase subunit e 2	spu:753676
19046	LOC578813	3.08E-09	0.470882262	0.527	0.396	6.72E-05	ATP-dependent RNA helicase dbp2 isoform X1	spu:578813
26218	LOC752040	1.31E-06	0.470395032	0.344	0.237	0.028568508	ankyrin repeat domain-containing protein 12 isoform X1	spu:752040
18848	LOC578422	1.91E-07	0.469794145	0.317	0.198	0.004174593	cactin	spu:578422
19562	LOC579752	9.14E-07	0.468984485	0.29	0.185	0.019940025	signal recognition particle 19 kDa protein	spu:579752
25928	LOC594068	7.66E-08	0.468080522	0.301	0.181	0.001672711	pre-mRNA-processing factor 6	spu:594068
16739	LOC574601	8.73E-11	0.467963375	0.511	0.351	1.91E-06	T-complex protein 1 subunit gamma	spu:574601
17721	LOC576401	2.29E-06	0.467696633	0.333	0.231	0.049974553	bromodomain-containing protein 8 isoform X1	spu:576401
16686	LOC414054	5.74E-14	0.466185706	0.688	0.521	1.25E-09	guanine nucleotide-binding protein G(i) alpha subunit	spu:414054
2930	LOC100892501	1.93E-10	0.466166293	0.548	0.424	4.20E-06	NA	NA
21307	LOC583159	6.03E-07	0.464910586	0.312	0.203	0.01315559	small nuclear ribonucleoprotein G	spu:583159
17829	LOC576611	3.04E-09	0.464770348	0.495	0.362	6.64E-05	axin-1 isoform X1	spu:576611
24149	LOC589947	2.87E-10	0.463585337	0.355	0.204	6.27E-06	cAMP-dependent protein kinase catalytic subunit 1	spu:589947
21202	LOC582941	3.96E-08	0.461776216	0.371	0.238	0.000863256	zinc finger protein 608 isoform X1	spu:582941
28367	usf1	1.68E-07	0.461746183	0.349	0.232	0.003669748	NA	NA
18573	LOC577922	1.92E-07	0.461245664	0.511	0.393	0.004194859	ubiquitin-conjugating enzyme E2 S	spu:577922
25351	LOC592668	9.95E-23	0.461172155	0.984	0.876	2.17E-18	40S ribosomal protein S5	spu:592668
24256	LOC590203	5.89E-48	0.460636946	1	0.986	1.29E-43	guanine nucleotide-binding protein subunit beta isoform X7	spu:590203
