	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID
23236	LOC587789	1.33E-08	0.602773613	0.494	0.397	0.000290705	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	spu:587789
28354	rab11	8.00E-13	0.602732135	0.681	0.631	1.75E-08	NA	NA
22421	LOC585814	3.36E-11	0.602236328	0.301	0.146	7.33E-07	"centriole, cilia and spindle-associated protein isoform X2"	spu:585814
1175	LOC100889604	1.36E-13	0.601721544	0.307	0.137	2.98E-09	zinc finger protein 652-B isoform X1	spu:100889604
22291	LOC585512	1.80E-07	0.601431197	0.464	0.38	0.003927435	cyclin-T1	spu:585512
20186	LOC580948	1.54E-12	0.600246579	0.307	0.143	3.37E-08	FAS-associated factor 1	spu:580948
7804	LOC105446422	4.11E-07	0.600061765	0.265	0.152	0.008977171	DNA-directed RNA polymerase I subunit RPA43	spu:105446422
25775	LOC593690	4.16E-11	0.599868534	0.488	0.343	9.08E-07	ras-related C3 botulinum toxin substrate 1	spu:593690
22185	LOC585260	7.27E-09	0.599686659	0.361	0.228	0.000158629	LOW QUALITY PROTEIN: transcriptional repressor protein YY1	spu:585260
2842	LOC100892338	2.09E-08	0.599241009	0.355	0.229	0.000456021	NA	NA
442	LOC100888440	1.88E-10	0.599206908	0.337	0.186	4.10E-06	"FYVE, RhoGEF and PH domain-containing protein 6 isoform X1"	spu:100888440
26661	LOC753487	2.85E-18	0.599102692	0.849	0.75	6.21E-14	ubiquitin-conjugating enzyme E2 2 isoform X2	spu:753487
18454	LOC577721	2.38E-16	0.599100122	0.759	0.634	5.20E-12	"stress-70 protein, mitochondrial"	spu:577721
17503	LOC576016	2.40E-16	0.598568152	0.765	0.61	5.23E-12	nucleolar protein 58	spu:576016
21189	LOC582923	3.85E-06	0.597095096	0.404	0.322	0.084054735	serine/threonine-protein kinase tricorner	spu:582923
23537	LOC588549	2.00E-08	0.596701306	0.38	0.254	0.000437011	serine/arginine repetitive matrix protein 2	spu:588549
19446	LOC579559	5.52E-17	0.596486035	0.795	0.707	1.21E-12	60S ribosomal protein L12	spu:579559
22187	LOC585265	1.33E-08	0.596118853	0.404	0.268	0.000290974	armadillo repeat-containing protein 1	spu:585265
1741	LOC100890532	3.52E-10	0.595652876	0.331	0.179	7.68E-06	NA	NA
25879	LOC593945	4.12E-09	0.594099864	0.277	0.145	9.00E-05	tax1-binding protein 1 homolog B	spu:593945
26071	LOC594510	9.52E-06	0.593804745	0.38	0.294	0.207834793	nuclear protein MDM1	spu:594510
17913	LOC576760	2.86E-30	0.593563211	0.982	0.888	6.24E-26	60S ribosomal protein L32	spu:576760
24446	LOC590665	5.93E-09	0.593175482	0.53	0.425	0.000129515	NA	NA
22781	LOC586668	9.40E-15	0.59298513	0.669	0.527	2.05E-10	NA	NA
27318	LOC756374	3.12E-07	0.592944459	0.416	0.316	0.006808108	protein DEK	spu:756374
18317	LOC577477	7.93E-07	0.592431005	0.578	0.536	0.01731146	serine/threonine-protein kinase Nek1 isoform X1	spu:577477
27289	LOC756235	4.09E-09	0.592175761	0.53	0.429	8.92E-05	NA	NA
22831	LOC586775	2.35E-05	0.592097648	0.277	0.188	0.512470471	"LOW QUALITY PROTEIN: RNA-binding motif protein, X-linked 2"	spu:586775
28211	LOC764660	9.50E-09	0.592028583	0.259	0.133	0.000207243	serum response factor-binding protein 1	spu:764660
1838	LOC100890687	0.000362131	0.588015492	0.434	0.377	1	late histone H2A.2.2-like	spu:100890687
16739	LOC574601	1.90E-08	0.585878095	0.398	0.268	0.000413744	T-complex protein 1 subunit gamma	spu:574601
22014	LOC584839	6.31E-25	0.585458636	0.97	0.882	1.38E-20	ubiquitin isoform X1	spu:584839
17145	LOC575347	3.65E-51	0.585152342	0.994	0.98	7.96E-47	cytochrome c	spu:575347
24762	LOC591423	2.90E-08	0.584334858	0.392	0.265	0.000632453	apoptotic chromatin condensation inducer in the nucleus isoform X1	spu:591423
3545	LOC100893538	5.51E-07	0.584226362	0.319	0.208	0.01202391	uncharacterized protein LOC100893538	spu:100893538
17273	LOC575596	1.21E-11	0.583238849	0.783	0.697	2.63E-07	programmed cell death protein 4	spu:575596
22524	LOC586056	3.93E-12	0.582462098	0.645	0.552	8.57E-08	60S ribosomal protein L10a isoform X1	spu:586056
18046	LOC577009	8.04E-08	0.582153375	0.283	0.161	0.001755352	histone acetyltransferase KAT7 isoform X1	spu:577009
19716	LOC580021	3.83E-09	0.581974696	0.602	0.537	8.36E-05	uncharacterized protein LOC580021	spu:580021
17979	LOC576873	8.90E-10	0.581812263	0.319	0.175	1.94E-05	G protein pathway suppressor 2 isoform X1	spu:576873
17734	LOC576431	3.14E-09	0.579323949	0.482	0.364	6.84E-05	double-stranded RNA-specific editase 1	spu:576431
22005	LOC584812	4.61E-23	0.579160081	0.952	0.87	1.01E-18	40S ribosomal protein S7	spu:584812
26950	LOC754442	3.21E-08	0.577963811	0.283	0.158	0.000700029	parafibromin	spu:754442
20085	LOC580739	7.71E-22	0.577847215	0.904	0.818	1.68E-17	RNA-binding protein cabeza isoform X1	spu:580739
20857	LOC582213	1.43E-05	0.577649445	0.289	0.195	0.312319644	inner centromere protein A	spu:582213
17855	LOC576658	5.24E-26	0.574751241	0.982	0.907	1.14E-21	40S ribosomal protein S20	spu:576658
24044	LOC589728	1.62E-09	0.574747002	0.524	0.412	3.53E-05	LOW QUALITY PROTEIN: probable JmjC domain-containing histone demethylation protein 2C	spu:589728
26095	LOC594568	1.02E-07	0.573545458	0.301	0.18	0.002225488	PHD finger protein 12 isoform X1	spu:594568
18634	LOC578030	2.41E-09	0.573241658	0.337	0.197	5.25E-05	transforming acidic coiled-coil-containing protein 3 isoform X1	spu:578030
2609	LOC100891935	1.53E-07	0.572993602	0.53	0.472	0.003331714	"histone-lysine N-methyltransferase, H3 lysine-79 specific isoform X1"	spu:100891935
17153	LOC575361	1.66E-06	0.571218481	0.373	0.275	0.036299632	homeobox protein cut-like 1	spu:575361
21036	LOC582590	8.49E-13	0.570957877	0.729	0.651	1.85E-08	LOW QUALITY PROTEIN: PHD and RING finger domain-containing protein 1	spu:582590
16685	LOC414053	1.26E-08	0.5652664	0.482	0.376	0.000274148	guanine nucleotide-binding protein G(s) alpha subunit	spu:414053
21175	LOC582892	1.01E-08	0.564660048	0.41	0.266	0.000220004	abnormal spindle-like microcephaly-associated protein homolog	spu:582892
24482	LOC590740	5.65E-25	0.564261568	0.97	0.922	1.23E-20	40S ribosomal protein S12	spu:590740
18704	LOC578158	1.43E-28	0.563179168	0.982	0.913	3.13E-24	40S ribosomal protein S19	spu:578158
21251	LOC583048	3.62E-26	0.562946336	0.952	0.888	7.91E-22	60S ribosomal protein L6	spu:583048
20335	LOC581219	2.76E-10	0.56230814	0.289	0.142	6.03E-06	fibrous sheath CABYR-binding protein isoform X1	spu:581219
22061	LOC584954	2.68E-05	0.561978164	0.416	0.354	0.585849271	"cytochrome b-c1 complex subunit 2, mitochondrial"	spu:584954
17998	LOC576916	1.72E-08	0.561788557	0.494	0.387	0.000374713	"nascent polypeptide-associated complex subunit alpha, muscle-specific form isoform X4"	spu:576916
17072	LOC575208	3.85E-10	0.560798574	0.47	0.325	8.40E-06	death-inducer obliterator 1 isoform X1	spu:575208
7716	LOC105446195	4.48E-09	0.560563519	0.548	0.453	9.78E-05	pre-mRNA-splicing factor CWC22 homolog	spu:105446195
21902	LOC584530	3.22E-10	0.560177941	0.47	0.323	7.02E-06	H/ACA ribonucleoprotein complex subunit DKC1	spu:584530
26845	LOC754092	1.29E-08	0.559904571	0.313	0.18	0.000280439	kinesin-like protein KIF2A isoform X1	spu:754092
27572	LOC762470	7.31E-08	0.559887047	0.482	0.383	0.001596321	RNA-binding protein 39	spu:762470
22639	LOC586345	1.01E-30	0.559630978	0.976	0.964	2.20E-26	60S acidic ribosomal protein P2	spu:586345
25812	LOC593785	1.16E-08	0.5594054	0.313	0.181	0.000253483	islet cell autoantigen 1 isoform X1	spu:593785
28148	LOC764436	2.44E-25	0.559217895	0.976	0.911	5.31E-21	NA	NA
3678	LOC100893761	1.10E-07	0.558484056	0.295	0.175	0.002398555	kinetochore protein Nuf2-A	spu:100893761
8235	LOC105447583	3.95E-09	0.558390244	0.259	0.128	8.61E-05	ribosomal RNA-processing protein 8-like	spu:105447583
20298	LOC581153	6.52E-16	0.558046382	0.789	0.714	1.42E-11	tropomodulin-2	spu:581153
18718	LOC578192	3.98E-26	0.556979347	0.934	0.873	8.70E-22	60S ribosomal protein L4	spu:578192
21339	LOC583253	3.69E-08	0.552294085	0.271	0.145	0.000804322	seali	spu:583253
21137	LOC582822	5.01E-11	0.55013672	0.681	0.602	1.09E-06	eukaryotic translation initiation factor 5	spu:582822
19157	LOC579027	5.22E-14	0.548116279	0.849	0.819	1.14E-09	msx2-interacting protein isoform X1	spu:579027
27819	LOC763319	1.73E-08	0.54706915	0.494	0.375	0.000377966	"A-kinase anchor protein 1, mitochondrial"	spu:763319
3086	LOC100892783	1.73E-08	0.546005097	0.319	0.185	0.000376819	neurofilament heavy polypeptide isoform X1	spu:100892783
18065	LOC577040	1.18E-22	0.545841525	0.964	0.919	2.57E-18	40S ribosomal protein S16	spu:577040
20856	LOC582211	2.11E-07	0.545426936	0.422	0.316	0.004610818	NA	NA
24253	LOC590203	7.23E-48	0.543793372	1	0.974	1.58E-43	guanine nucleotide-binding protein subunit beta isoform X7	spu:590203
17616	LOC576205	3.26E-11	0.543004627	0.687	0.597	7.12E-07	AP-2 complex subunit mu	spu:576205
19765	LOC580113	2.23E-07	0.542488784	0.56	0.49	0.004856345	50 kDa gamma-zein isoform X2	spu:580113
665	LOC100888793	9.57E-06	0.542165456	0.283	0.187	0.20879222	protein YABBY 3 isoform X1	spu:100888793
27347	LOC756509	1.78E-08	0.541424514	0.271	0.143	0.000387813	something about silencing protein 10	spu:756509
27521	LOC757278	2.99E-09	0.540487318	0.283	0.145	6.52E-05	uncharacterized protein LOC757278	spu:757278
19028	LOC578784	3.79E-19	0.540011027	0.934	0.815	8.28E-15	uncharacterized protein LOC578784 isoform X1	spu:578784
4240	LOC105437158	1.64E-08	0.539627506	0.265	0.139	0.000357408	NA	NA
20666	LOC581865	4.11E-08	0.539334235	0.337	0.207	0.000896459	probable ribosome biogenesis protein RLP24	spu:581865
26214	LOC752040	2.23E-05	0.539097852	0.361	0.277	0.487096438	ankyrin repeat domain-containing protein 12 isoform X1	spu:752040
25089	LOC592111	3.47E-07	0.538651628	0.295	0.18	0.007571535	uncharacterized protein LOC592111 isoform X1	spu:592111
17871	LOC576681	4.77E-09	0.537517974	0.253	0.124	0.000104166	splicing factor 3A subunit 3	spu:576681
17956	LOC576830	4.53E-08	0.537191752	0.434	0.322	0.000987883	26S proteasome regulatory subunit 6A-B	spu:576830
25030	LOC591982	7.28E-11	0.536317652	0.295	0.14	1.59E-06	multidrug resistance-associated protein 4 isoform X1	spu:591982
22772	LOC586642	4.91E-05	0.536023384	0.398	0.331	1	next to BRCA1 gene 1 protein	spu:586642
20992	LOC582486	4.09E-06	0.535702592	0.458	0.397	0.089326888	RNA-binding protein 8A	spu:582486
20255	LOC581071	5.80E-06	0.535227619	0.392	0.306	0.12651038	PAX3- and PAX7-binding protein 1 isoform X1	spu:581071
5586	LOC105440508	2.83E-07	0.534856286	0.446	0.355	0.006169813	NA	NA
22246	LOC585398	4.53E-27	0.534641131	0.982	0.908	9.89E-23	"ras homolog gene family, member C-like"	spu:585398
26471	LOC752810	4.70E-06	0.533783846	0.283	0.179	0.102564472	uncharacterized protein LOC752810 isoform X1	spu:752810
23692	LOC588905	2.82E-07	0.533738687	0.416	0.301	0.006154116	coiled-coil domain-containing protein 6	spu:588905
23974	LOC589574	1.27E-08	0.53295515	0.488	0.372	0.000277045	U2 snRNP-associated SURP motif-containing protein	spu:589574
19728	LOC580050	7.21E-05	0.532866861	0.313	0.231	1	hormone receptor 4	spu:580050
4044	LOC105436651	5.83E-25	0.531929825	0.952	0.919	1.27E-20	60S ribosomal protein L14-like isoform X1	spu:105436651
16511	LOC373247	3.34E-12	0.531096783	0.663	0.557	7.28E-08	nuclear intermediate filament protein	spu:373247
18608	LOC577989	1.58E-18	0.530137335	0.946	0.863	3.45E-14	40S ribosomal protein S6	spu:577989
17364	LOC575746	6.22E-09	0.529948453	0.446	0.315	0.000135651	NK-tumor recognition protein isoform X1	spu:575746
27207	LOC755731	1.52E-21	0.52842846	0.958	0.882	3.33E-17	60S ribosomal protein L7	spu:755731
24595	LOC590990	0.000203569	0.527584344	0.259	0.179	1	anillin isoform X1	spu:590990
21201	LOC582943	2.02E-08	0.526283293	0.608	0.534	0.000440092	mothers against decapentaplegic homolog 5	spu:582943
26405	LOC752590	9.80E-06	0.525451493	0.392	0.308	0.213813916	U4/U6.U5 tri-snRNP-associated protein 1	spu:752590
25586	LOC593185	0.00024797	0.522602688	0.446	0.415	1	uncharacterized protein C1orf198 homolog isoform X1	spu:593185
27398	LOC756802	1.79E-05	0.520609084	0.307	0.213	0.390946401	NA	NA
20614	LOC581772	6.41E-09	0.520285862	0.476	0.354	0.00013993	ubiquitin-conjugating enzyme E2 Q1	spu:581772
16946	LOC574998	1.60E-20	0.519204833	0.97	0.883	3.49E-16	40S ribosomal protein S15	spu:574998
17483	LOC575965	7.80E-10	0.518027713	0.693	0.562	1.70E-05	cyclin-dependent kinase 1	spu:575965
24512	LOC590815	2.31E-11	0.517411364	0.325	0.154	5.04E-07	forkhead box protein N3	spu:590815
5837	LOC105441189	1.88E-16	0.517079479	0.892	0.855	4.10E-12	40S ribosomal protein S21	spu:105441189
25610	LOC593241	1.65E-06	0.516203135	0.355	0.252	0.035981111	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	spu:593241
17017	LOC575126	1.36E-07	0.51586478	0.277	0.157	0.002968969	nucleolar GTP-binding protein 1	spu:575126
19151	LOC579019	1.18E-17	0.51384403	0.91	0.813	2.58E-13	ubiquitin-40S ribosomal protein S27a	spu:579019
22879	LOC586881	1.06E-09	0.51325292	0.711	0.672	2.32E-05	flotillin-2a	spu:586881
20128	LOC580832	1.49E-06	0.512331601	0.392	0.294	0.032462474	"glutaryl-CoA dehydrogenase, mitochondrial"	spu:580832
21195	LOC582932	2.84E-06	0.512179922	0.343	0.243	0.062086041	eukaryotic translation initiation factor 3 subunit C	spu:582932
19335	LOC579345	6.91E-21	0.51198736	0.886	0.805	1.51E-16	"cytochrome c oxidase subunit 5A, mitochondrial"	spu:579345
24981	LOC591869	4.28E-06	0.511863081	0.428	0.346	0.093370922	protein phosphatase 1 regulatory subunit 12A isoform X1	spu:591869
19973	LOC580515	1.72E-07	0.510568258	0.343	0.219	0.003760537	"sprouty-related, EVH1 domain-containing protein 3"	spu:580515
7150	LOC105444707	1.21E-07	0.510318591	0.301	0.18	0.002639197	NA	NA
933	LOC100889221	6.89E-06	0.509999468	0.482	0.421	0.150433663	uncharacterized protein LOC100889221	spu:100889221
5872	LOC105441313	5.33E-06	0.509796467	0.554	0.465	0.116309547	NA	NA
19208	LOC579114	2.22E-07	0.509571703	0.482	0.393	0.004838905	catenin alpha-2	spu:579114
18245	LOC577360	1.52E-07	0.508860838	0.458	0.353	0.003319803	survival of motor neuron-related-splicing factor 30	spu:577360
24511	LOC590813	2.19E-05	0.508488109	0.373	0.296	0.476930265	cytoplasmic dynein 1 light intermediate chain 2 isoform X2	spu:590813
24320	LOC590355	1.07E-05	0.50818836	0.295	0.199	0.234335355	cullin-3-B	spu:590355
17499	LOC576006	3.86E-06	0.507862637	0.476	0.419	0.084160708	"ATP synthase subunit delta, mitochondrial"	spu:576006
3549	LOC100893545	0.000202417	0.507503913	0.271	0.198	1	sin3 histone deacetylase corepressor complex component SDS3 isoform X1	spu:100893545
1	ago1	4.26E-05	0.505626584	0.325	0.243	0.928874796	NA	NA
17050	LOC575174	1.51E-07	0.505118666	0.253	0.135	0.003303357	LOW QUALITY PROTEIN: recombining binding protein suppressor of hairless-like	spu:575174
3659	LOC100893731	2.38E-06	0.505036076	0.367	0.27	0.051972176	solute carrier family 25 member 36	spu:100893731
22842	LOC586800	1.56E-07	0.501709911	0.608	0.572	0.003412436	serine/arginine-rich splicing factor 10	spu:586800
23835	LOC589254	0.00020408	0.500303173	0.355	0.29	1	nipped-B-like protein A	spu:589254
25117	LOC592177	4.38E-17	0.499541067	0.91	0.821	9.57E-13	LOW QUALITY PROTEIN: small nuclear ribonucleoprotein F	spu:592177
25917	LOC594043	4.70E-19	0.499154154	0.892	0.825	1.03E-14	heterogeneous nuclear ribonucleoprotein H3 isoform X1	spu:594043
17361	LOC575742	0.000199021	0.499001501	0.373	0.311	1	E3 ubiquitin-protein ligase HUWE1	spu:575742
25649	LOC593366	0.000177953	0.498864216	0.373	0.315	1	prefoldin subunit 3	spu:593366
693	LOC100888845	2.47E-06	0.498169252	0.524	0.463	0.053904683	ras association domain-containing protein 1 isoform X1	spu:100888845
16733	LOC574582	4.07E-08	0.497334574	0.518	0.386	0.000887933	disks large-associated protein 5	spu:574582
19436	LOC579536	0.000271552	0.496636968	0.307	0.235	1	NA	NA
7243	LOC105444940	2.03E-07	0.495822746	0.313	0.194	0.004429281	NA	NA
25136	LOC592207	2.34E-07	0.494498087	0.494	0.394	0.0051147	equilibrative nucleoside transporter 1	spu:592207
17077	LOC575216	2.57E-05	0.493983198	0.458	0.41	0.560541771	probable helicase with zinc finger domain isoform X1	spu:575216
2189	LOC100891267	1.75E-06	0.493316935	0.428	0.331	0.038246344	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2"	spu:100891267
16730	LOC574574	3.52E-14	0.493056554	0.861	0.795	7.68E-10	LOW QUALITY PROTEIN: 60S ribosomal protein L7a	spu:574574
20233	LOC581037	3.09E-05	0.491503127	0.259	0.163	0.674320587	late histone H2B.L4-like	spu:581037
20514	LOC581577	6.98E-06	0.490678496	0.464	0.396	0.152229419	NA	NA
25924	LOC594068	2.71E-05	0.490640776	0.313	0.227	0.590921649	pre-mRNA-processing factor 6	spu:594068
24940	LOC591791	2.32E-07	0.490617857	0.675	0.645	0.005064556	trichohyalin isoform X1	spu:591791
17827	LOC576611	1.21E-06	0.490610526	0.488	0.399	0.026316615	axin-1 isoform X1	spu:576611
25960	LOC594182	0.000826753	0.49004877	0.361	0.318	1	protein Jade-1	spu:594182
3478	LOC100893438	0.000246156	0.488172753	0.313	0.241	1	phosphatase and actin regulator 2 isoform X1	spu:100893438
7777	LOC105446357	8.43E-05	0.485373093	0.349	0.265	1	NA	NA
25354	LOC592681	0.001018449	0.484756709	0.313	0.253	1	protein SON	spu:592681
17447	LOC575905	1.05E-09	0.484265469	0.687	0.653	2.29E-05	ubiquitin-conjugating enzyme E2-17 kDa	spu:575905
27148	LOC755431	1.25E-05	0.482331562	0.404	0.316	0.273641319	microtubule-associated protein futsch	spu:755431
23088	LOC587430	1.23E-13	0.481571876	0.813	0.752	2.69E-09	"ATP synthase subunit O, mitochondrial"	spu:587430
23569	LOC588637	3.60E-07	0.480847157	0.271	0.153	0.007845813	E3 ubiquitin-protein ligase MARCH11	spu:588637
20451	LOC581456	6.13E-06	0.480132022	0.518	0.478	0.133849268	"succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	spu:581456
21359	LOC583300	2.86E-05	0.479555553	0.337	0.25	0.623987806	F-box/LRR-repeat protein 5	spu:583300
19943	LOC580460	3.59E-10	0.479066645	0.705	0.628	7.83E-06	zinc finger CCCH domain-containing protein 15	spu:580460
23827	LOC589233	3.67E-05	0.478444073	0.398	0.333	0.801299254	vasculin	spu:589233
22680	LOC586437	1.28E-07	0.478301814	0.53	0.449	0.002785932	pygopus homolog 2	spu:586437
17394	LOC575808	0.000232863	0.478080152	0.295	0.223	1	T-complex protein 1 subunit epsilon	spu:575808
19978	LOC580525	0.000585863	0.47757682	0.343	0.286	1	alpha-soluble NSF attachment protein	spu:580525
22754	LOC586593	4.54E-06	0.476386187	0.349	0.251	0.099161848	ubiquitin-conjugating enzyme E2-17 kDa	spu:586593
22441	LOC585872	8.54E-14	0.476376915	0.952	0.877	1.86E-09	60S ribosomal protein L26 isoform X1	spu:585872
16514	LOC373259	4.82E-05	0.476301276	0.602	0.59	1	NA	NA
24341	LOC590415	5.99E-07	0.47589384	0.283	0.167	0.013065333	transmembrane protein 131 isoform X1	spu:590415
19232	LOC579153	3.29E-05	0.474424665	0.319	0.234	0.717055324	syntaxin-5	spu:579153
19073	LOC578870	1.59E-05	0.474062804	0.283	0.188	0.347388227	rho guanine nucleotide exchange factor 7 isoform X1	spu:578870
24196	LOC590067	6.17E-12	0.473149647	0.837	0.769	1.35E-07	nucleolar protein 56	spu:590067
17964	LOC576841	3.97E-05	0.472278894	0.494	0.45	0.866035074	pre-mRNA-splicing factor CWC22 homolog	spu:576841
19034	LOC578794	3.96E-20	0.468919275	0.982	0.914	8.63E-16	40S ribosomal protein S27-like isoform X1	spu:578794
24256	LOC590208	8.62E-06	0.468871958	0.373	0.286	0.188176059	F-box-like/WD repeat-containing protein TBL1XR1	spu:590208
27937	LOC763682	0.00036131	0.468778551	0.289	0.214	1	ankyrin repeat domain-containing protein 17 isoform X1	spu:763682
20766	LOC582050	0.000491508	0.467326976	0.271	0.202	1	cleavage and polyadenylation specificity factor subunit 2	spu:582050
20324	LOC581196	3.59E-15	0.467184465	0.916	0.894	7.83E-11	40S ribosomal protein S13	spu:581196
28124	LOC764366	6.91E-07	0.46713013	0.59	0.554	0.015071772	NA	NA
28328	LOC767501	0.0001877	0.466594003	0.283	0.209	1	AP-1 complex subunit beta-1	spu:767501
24582	LOC590968	0.007730181	0.466199019	0.259	0.215	1	ubiquitin-conjugating enzyme E2 N	spu:590968
1746	LOC100890540	3.27E-05	0.465316869	0.458	0.387	0.713107657	uncharacterized protein LOC100890540 isoform X1	spu:100890540
20035	LOC580638	0.008429117	0.464756046	0.271	0.231	1	splicing factor 3B subunit 2 isoform X1	spu:580638
23138	LOC587551	1.25E-11	0.462880822	0.789	0.712	2.73E-07	60S ribosomal protein L24	spu:587551
24531	LOC590854	5.69E-05	0.462808317	0.253	0.163	1	sequestosome-1 isoform X1	spu:590854
20019	LOC580611	0.000460858	0.462212535	0.283	0.21	1	protein IWS1 homolog	spu:580611
27981	LOC763805	2.08E-06	0.461448985	0.253	0.147	0.045426547	nuclear cap-binding protein subunit 1	spu:763805
17924	LOC576779	5.80E-07	0.461396888	0.56	0.483	0.012650211	cyclin B	spu:576779
22234	LOC585370	0.000285733	0.460746719	0.277	0.2	1	nucleolar GTP-binding protein 2	spu:585370
17163	LOC575375	8.02E-07	0.460422446	0.265	0.147	0.017505377	serine/threonine-protein kinase D3 isoform X1	spu:575375
16981	LOC575063	7.34E-06	0.460199675	0.253	0.153	0.160272178	ribosome biogenesis protein bop1-B	spu:575063
26119	LOC594639	7.17E-10	0.458496308	0.699	0.669	1.56E-05	S-phase kinase-associated protein 1	spu:594639
17720	LOC576401	0.000878484	0.456836039	0.307	0.246	1	bromodomain-containing protein 8 isoform X1	spu:576401
4280	LOC105437263	3.66E-11	0.456218666	0.771	0.675	7.98E-07	40S ribosomal protein S17	spu:105437263
28355	rngi	0.000564256	0.455434758	0.289	0.223	1	NA	NA
17089	LOC575241	0.000523463	0.451860001	0.301	0.232	1	serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X1	spu:575241
22586	LOC586214	2.02E-06	0.451636614	0.512	0.451	0.044095423	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"	spu:586214
25328	LOC592626	1.82E-18	0.450872895	0.994	0.932	3.97E-14	60S ribosomal protein L34-B	spu:592626
25187	LOC592315	0.000435487	0.446471411	0.512	0.5	1	LOW QUALITY PROTEIN: 60S ribosomal protein L8	spu:592315
459	LOC100888466	0.000725394	0.445345351	0.253	0.181	1	uncharacterized protein LOC100888466	spu:100888466
25489	LOC592972	1.69E-05	0.444308071	0.343	0.251	0.369760628	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	spu:592972
17187	LOC575423	0.000163154	0.44282448	0.289	0.211	1	PDZ domain-containing protein 7	spu:575423
19025	LOC578781	0.00548735	0.440681126	0.325	0.286	1	supervillin isoform X1	spu:578781
17608	LOC576192	0.001610242	0.440490946	0.392	0.339	1	NA	NA
25939	LOC594110	3.53E-20	0.440318986	0.982	0.917	7.71E-16	high mobility group protein HMGI-C	spu:594110
18238	LOC577351	0.013040484	0.439347822	0.271	0.235	1	pre-mRNA-splicing factor CWC25 homolog	spu:577351
20184	LOC580943	2.80E-12	0.437095195	0.837	0.797	6.11E-08	structural maintenance of chromosomes protein 1A	spu:580943
20105	LOC580779	0.00015107	0.435158315	0.283	0.204	1	vesicle-associated membrane protein-associated protein A	spu:580779
16505	LOC373241	7.66E-06	0.434690811	0.512	0.433	0.167128121	KRP170	spu:373241
20146	LOC580866	4.79E-07	0.434616743	0.506	0.421	0.010462937	serine/arginine-rich splicing factor 2 isoform X5	spu:580866
22846	LOC586809	6.02E-08	0.434145979	0.705	0.698	0.001313022	NA	NA
26104	LOC594592	6.07E-05	0.433830794	0.482	0.446	1	polyadenylate-binding protein 2	spu:594592
22857	LOC586836	0.004352817	0.43354071	0.259	0.207	1	ras-related protein Rab-4B	spu:586836
20387	LOC581328	0.000290593	0.43323107	0.271	0.193	1	mediator of RNA polymerase II transcription subunit 1	spu:581328
6214	LOC105442181	0.000819935	0.431642965	0.259	0.19	1	remodeling and spacing factor 1 isoform X1	spu:105442181
16659	LOC373525	0.000804768	0.431449417	0.494	0.49	1	MAP kinase	spu:373525
8193	LOC105447468	0.010293721	0.430729002	0.361	0.338	1	NA	NA
16977	LOC575056	5.32E-06	0.43065343	0.627	0.586	0.116016831	40S ribosomal protein S3a	spu:575056
21995	LOC584784	0.000258736	0.430615858	0.422	0.377	1	protein RRP5 homolog	spu:584784
26706	LOC753658	1.69E-08	0.427236887	0.795	0.741	0.000367958	NA	NA
7657	LOC105446077	0.000739244	0.426764111	0.404	0.358	1	SH2 domain-containing adapter protein F-like	spu:105446077
22724	LOC586530	4.22E-34	0.42623025	1	0.973	9.21E-30	histone H3.3	spu:586530
2749	LOC100892176	0.020904955	0.425723919	0.253	0.218	1	NA	NA
24764	LOC591426	0.032135745	0.425527812	0.259	0.232	1	mitotic spindle assembly checkpoint protein MAD1	spu:591426
21874	LOC584477	1.40E-08	0.425269174	0.651	0.589	0.000304824	"cell division cycle 42 (GTP binding protein, 25kDa)-like"	spu:584477
19518	LOC579681	0.019981291	0.424355183	0.295	0.273	1	UBX domain-containing protein 1	spu:579681
19638	LOC579897	1.11E-11	0.424184561	0.91	0.861	2.42E-07	60S ribosomal protein L35a	spu:579897
18605	LOC577982	1.49E-14	0.421730465	0.958	0.879	3.26E-10	ubiquitin-like protein FUBI	spu:577982
18761	LOC578262	3.98E-06	0.419430768	0.572	0.536	0.086796813	thioredoxin-like protein 4A	spu:578262
20571	LOC581703	0.011251377	0.419026488	0.404	0.415	1	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"	spu:581703
16777	LOC574677	0.000970316	0.418950449	0.506	0.535	1	mesoderm induction early response protein 1 isoform X1	spu:574677
26126	LOC594653	0.000612073	0.418446779	0.41	0.366	1	transcriptional adapter 3	spu:594653
24786	LOC591477	0.000144334	0.416984803	0.614	0.638	1	protein PRRC2C isoform X1	spu:591477
24982	LOC591872	0.012461416	0.415598812	0.283	0.248	1	U2 small nuclear ribonucleoprotein A'	spu:591872
19784	LOC580148	6.36E-13	0.414504537	0.946	0.888	1.39E-08	60S ribosomal protein L27a	spu:580148
