LOC109621113 lcl|NC_047559.1_prot_XP_034319074.1_1
LOC105337011 lcl|NC_047561.1_prot_XP_011439867.2_12426
LOC105337011 lcl|NC_047561.1_prot_XP_011439868.1_12427
LOC105337011 lcl|NC_047561.1_prot_XP_011439869.1_12428
LOC105337011 lcl|NC_047561.1_prot_XP_011439870.1_12429
LOC105337012 lcl|NC_047561.1_prot_XP_011439871.2_12430
LOC109619842 lcl|NC_047561.1_prot_XP_034323442.1_12431
LOC105337007 lcl|NC_047561.1_prot_XP_011439847.1_12432
LOC105337007 lcl|NC_047561.1_prot_XP_011439848.1_12433
LOC105337008 lcl|NC_047561.1_prot_XP_011439855.2_12434
LOC105337006 lcl|NC_047561.1_prot_XP_011439846.2_12435
LOC105337005 lcl|NC_047561.1_prot_XP_011439844.1_12436
LOC105337004 lcl|NC_047561.1_prot_XP_034323444.1_12437
LOC105337004 lcl|NC_047561.1_prot_XP_034323445.1_12438
LOC105337001 lcl|NC_047561.1_prot_XP_011439838.2_12439
LOC105337002 lcl|NC_047561.1_prot_XP_034323446.1_12440
LOC105337002 lcl|NC_047561.1_prot_XP_034323447.1_12441
LOC105337002 lcl|NC_047561.1_prot_XP_011439839.2_12442
LOC105337002 lcl|NC_047561.1_prot_XP_011439841.2_12443
LOC117688858 lcl|NC_047561.1_prot_XP_034323448.1_12444
LOC105337000 lcl|NC_047561.1_prot_XP_011439836.1_12445
LOC105336998 lcl|NC_047561.1_prot_XP_011439834.1_12446
LOC105336999 lcl|NC_047561.1_prot_XP_034323450.1_12447
LOC105336999 lcl|NC_047561.1_prot_XP_034323451.1_12448
LOC105336999 lcl|NC_047561.1_prot_XP_011439835.2_12449
LOC105336999 lcl|NC_047561.1_prot_XP_034323452.1_12450
LOC105336995 lcl|NC_047561.1_prot_XP_011439833.1_12451
LOC105336995 lcl|NC_047561.1_prot_XP_034323454.1_12452
LOC105337036 lcl|NC_047561.1_prot_XP_034323455.1_12453
LOC105337036 lcl|NC_047561.1_prot_XP_034323456.1_12454
LOC105336992 lcl|NC_047561.1_prot_XP_011439828.2_12455
LOC105336992 lcl|NC_047561.1_prot_XP_011439827.2_12456
LOC105336992 lcl|NC_047561.1_prot_XP_019926486.2_12457
LOC105336993 lcl|NC_047561.1_prot_XP_011439829.2_12458
LOC105336993 lcl|NC_047561.1_prot_XP_011439830.2_12459
LOC117688860 lcl|NC_047561.1_prot_XP_034323461.1_12460
LOC117688861 lcl|NC_047561.1_prot_XP_034323462.1_12461
LOC105336989 lcl|NC_047561.1_prot_XP_034323458.1_12462
LOC105336989 lcl|NC_047561.1_prot_XP_034323459.1_12463
LOC105336989 lcl|NC_047561.1_prot_XP_019926485.2_12464
LOC105336990 lcl|NC_047561.1_prot_XP_034323464.1_12465
LOC105336990 lcl|NC_047561.1_prot_XP_011439821.2_12466
LOC105336991 lcl|NC_047561.1_prot_XP_011439825.2_12467
LOC105336991 lcl|NC_047561.1_prot_XP_034323460.1_12468
LOC105336986 lcl|NC_047561.1_prot_XP_011439816.2_12469
LOC105336986 lcl|NC_047561.1_prot_XP_011439817.1_12470
LOC105336985 lcl|NC_047561.1_prot_XP_011439815.2_12471
LOC117688863 lcl|NC_047561.1_prot_XP_034323465.1_12472
LOC117688863 lcl|NC_047561.1_prot_XP_034323466.1_12473
LOC117688863 lcl|NC_047561.1_prot_XP_034323467.1_12474
LOC117688865 lcl|NC_047561.1_prot_XP_034323468.1_12475
LOC105336983 lcl|NC_047561.1_prot_XP_011439814.2_12476
LOC105336983 lcl|NC_047561.1_prot_XP_034323469.1_12477
LOC117688867 lcl|NC_047561.1_prot_XP_034323473.1_12478
LOC105336983 lcl|NC_047561.1_prot_XP_034323471.1_12479
LOC105336983 lcl|NC_047561.1_prot_XP_034323472.1_12480
LOC117680573 lcl|NC_047561.1_prot_XP_034323474.1_12481
LOC105337035 lcl|NC_047561.1_prot_XP_034323475.1_12482
LOC117688869 lcl|NC_047561.1_prot_XP_034323477.1_12483
LOC105337419 lcl|NC_047561.1_prot_XP_034323478.1_12484
LOC105344420 lcl|NC_047561.1_prot_XP_011450502.2_12485
LOC105344419 lcl|NC_047561.1_prot_XP_011450501.3_12486
LOC105344419 lcl|NC_047561.1_prot_XP_034323479.1_12487
LOC105344418 lcl|NC_047561.1_prot_XP_011450500.1_12488
LOC105344416 lcl|NC_047561.1_prot_XP_011450499.2_12489
LOC105344416 lcl|NC_047561.1_prot_XP_019929317.2_12490
LOC105344415 lcl|NC_047561.1_prot_XP_011450498.2_12491
LOC105344414 lcl|NC_047561.1_prot_XP_011450496.1_12492
LOC105344414 lcl|NC_047561.1_prot_XP_011450497.1_12493
LOC105344414 lcl|NC_047561.1_prot_XP_034323481.1_12494
LOC105344412 lcl|NC_047561.1_prot_XP_011450495.2_12495
LOC105344411 lcl|NC_047561.1_prot_XP_011450494.2_12496
LOC105344411 lcl|NC_047561.1_prot_XP_034323482.1_12497
LOC105344410 lcl|NC_047561.1_prot_XP_034323484.1_12498
LOC105344410 lcl|NC_047561.1_prot_XP_011450493.2_12499
LOC105344409 lcl|NC_047561.1_prot_XP_034323485.1_12500
LOC105344409 lcl|NC_047561.1_prot_XP_034323486.1_12501
LOC105344409 lcl|NC_047561.1_prot_XP_034323487.1_12502
LOC105344409 lcl|NC_047561.1_prot_XP_034323488.1_12503
LOC105344409 lcl|NC_047561.1_prot_XP_034323489.1_12504
LOC105344409 lcl|NC_047561.1_prot_XP_034323490.1_12505
LOC105348203 lcl|NC_047561.1_prot_XP_011455834.2_12506
LOC105344408 lcl|NC_047561.1_prot_XP_034323492.1_12507
LOC105344407 lcl|NC_047561.1_prot_XP_011450489.2_12508
LOC105344406 lcl|NC_047561.1_prot_XP_011450486.2_12509
LOC105344406 lcl|NC_047561.1_prot_XP_019929320.2_12510
LOC105346271 lcl|NC_047561.1_prot_XP_011453079.2_12511
LOC105346272 lcl|NC_047561.1_prot_XP_011453080.3_12512
LOC105346273 lcl|NC_047561.1_prot_XP_034323494.1_12513
LOC105326251 lcl|NC_047561.1_prot_XP_011424582.2_12514
LOC105326251 lcl|NC_047561.1_prot_XP_011424499.2_12515
LOC105326171 lcl|NC_047561.1_prot_XP_011424376.2_12516
LOC105326171 lcl|NC_047561.1_prot_XP_034323495.1_12517
LOC105326171 lcl|NC_047561.1_prot_XP_034323496.1_12518
LOC105326025 lcl|NC_047561.1_prot_XP_011424190.2_12519
LOC117688871 lcl|NC_047561.1_prot_XP_034323498.1_12520
LOC117688871 lcl|NC_047561.1_prot_XP_034323499.1_12521
LOC117688871 lcl|NC_047561.1_prot_XP_034323500.1_12522
LOC105342789 lcl|NC_047561.1_prot_XP_034323507.1_12523
LOC105342789 lcl|NC_047561.1_prot_XP_034323505.1_12524
LOC105342789 lcl|NC_047561.1_prot_XP_034323502.1_12525
LOC105342789 lcl|NC_047561.1_prot_XP_034323504.1_12526
LOC105342789 lcl|NC_047561.1_prot_XP_034323503.1_12527
LOC105342789 lcl|NC_047561.1_prot_XP_034323501.1_12528
LOC105342790 lcl|NC_047561.1_prot_XP_011448146.2_12529
LOC105342791 lcl|NC_047561.1_prot_XP_011448147.2_12530
LOC105342792 lcl|NC_047561.1_prot_XP_011448149.1_12531
LOC105342793 lcl|NC_047561.1_prot_XP_034323510.1_12532
LOC105342793 lcl|NC_047561.1_prot_XP_034323509.1_12533
LOC105342793 lcl|NC_047561.1_prot_XP_034323508.1_12534
LOC117688872 lcl|NC_047561.1_prot_XP_034323511.1_12535
LOC105325734 lcl|NC_047561.1_prot_XP_011423725.2_12536
LOC105325734 lcl|NC_047561.1_prot_XP_011423726.2_12537
LOC105325734 lcl|NC_047561.1_prot_XP_034323513.1_12538
LOC105333743 lcl|NC_047561.1_prot_XP_034323514.1_12539
LOC117689137 lcl|NC_047561.1_prot_XP_034324954.1_12540
LOC105326894 lcl|NC_047561.1_prot_XP_034323515.1_12541
LOC105326892 lcl|NC_047561.1_prot_XP_011425428.1_12542
LOC105326892 lcl|NC_047561.1_prot_XP_011425424.1_12543
LOC105326892 lcl|NC_047561.1_prot_XP_011425422.1_12544
LOC105326892 lcl|NC_047561.1_prot_XP_011425425.1_12545
LOC105326892 lcl|NC_047561.1_prot_XP_011425423.1_12546
LOC105326892 lcl|NC_047561.1_prot_XP_011425420.1_12547
LOC105326891 lcl|NC_047561.1_prot_XP_011425419.2_12548
LOC105326890 lcl|NC_047561.1_prot_XP_011425418.2_12549
LOC105326890 lcl|NC_047561.1_prot_XP_011425417.2_12550
LOC105326889 lcl|NC_047561.1_prot_XP_011425416.3_12551
LOC105326888 lcl|NC_047561.1_prot_XP_034323518.1_12552
LOC105326888 lcl|NC_047561.1_prot_XP_034323517.1_12553
LOC105326888 lcl|NC_047561.1_prot_XP_034323519.1_12554
LOC105346945 lcl|NC_047561.1_prot_XP_034323520.1_12555
LOC117680633 lcl|NC_047561.1_prot_XP_034323521.1_12556
LOC117680633 lcl|NC_047561.1_prot_XP_034323522.1_12557
LOC117680633 lcl|NC_047561.1_prot_XP_034323523.1_12558
LOC105346949 lcl|NC_047561.1_prot_XP_034323546.1_12559
LOC105346949 lcl|NC_047561.1_prot_XP_034323547.1_12560
LOC105346949 lcl|NC_047561.1_prot_XP_034323548.1_12561
LOC105346949 lcl|NC_047561.1_prot_XP_034323549.1_12562
LOC105346948 lcl|NC_047561.1_prot_XP_011454055.2_12563
LOC117688876 lcl|NC_047561.1_prot_XP_034323531.1_12564
LOC117688876 lcl|NC_047561.1_prot_XP_034323535.1_12565
LOC117688876 lcl|NC_047561.1_prot_XP_034323537.1_12566
LOC117688876 lcl|NC_047561.1_prot_XP_034323532.1_12567
LOC117688876 lcl|NC_047561.1_prot_XP_034323533.1_12568
LOC117688876 lcl|NC_047561.1_prot_XP_034323534.1_12569
LOC117688876 lcl|NC_047561.1_prot_XP_034323536.1_12570
LOC117688876 lcl|NC_047561.1_prot_XP_034323538.1_12571
LOC117688876 lcl|NC_047561.1_prot_XP_034323539.1_12572
LOC117688881 lcl|NC_047561.1_prot_XP_034323550.1_12573
LOC117688881 lcl|NC_047561.1_prot_XP_034323551.1_12574
LOC117688877 lcl|NC_047561.1_prot_XP_034323541.1_12575
LOC117688877 lcl|NC_047561.1_prot_XP_034323542.1_12576
LOC117688878 lcl|NC_047561.1_prot_XP_034323543.1_12577
LOC117688878 lcl|NC_047561.1_prot_XP_034323544.1_12578
LOC117688879 lcl|NC_047561.1_prot_XP_034323545.1_12579
LOC117688882 lcl|NC_047561.1_prot_XP_034323552.1_12580
LOC109618357 lcl|NC_047561.1_prot_XP_034324955.1_12581
LOC105346950 lcl|NC_047561.1_prot_XP_034323540.1_12582
LOC105346947 lcl|NC_047561.1_prot_XP_034323524.1_12583
LOC105346947 lcl|NC_047561.1_prot_XP_034323527.1_12584
LOC105346947 lcl|NC_047561.1_prot_XP_034323528.1_12585
LOC105346947 lcl|NC_047561.1_prot_XP_034323525.1_12586
LOC105346947 lcl|NC_047561.1_prot_XP_034323529.1_12587
LOC105346947 lcl|NC_047561.1_prot_XP_034323526.1_12588
LOC105346947 lcl|NC_047561.1_prot_XP_034323530.1_12589
LOC117689028 lcl|NC_047561.1_prot_XP_034324489.1_12590
LOC117689028 lcl|NC_047561.1_prot_XP_034324488.1_12591
LOC117689028 lcl|NC_047561.1_prot_XP_034324487.1_12592
LOC117689028 lcl|NC_047561.1_prot_XP_034324490.1_12593
LOC105346952 lcl|NC_047561.1_prot_XP_011454067.2_12594
LOC105346952 lcl|NC_047561.1_prot_XP_011454063.2_12595
LOC105346952 lcl|NC_047561.1_prot_XP_011454064.2_12596
LOC105346952 lcl|NC_047561.1_prot_XP_011454066.2_12597
LOC105346952 lcl|NC_047561.1_prot_XP_011454062.2_12598
LOC105346952 lcl|NC_047561.1_prot_XP_019930372.2_12599
LOC105346952 lcl|NC_047561.1_prot_XP_034325433.1_12600
LOC105346952 lcl|NC_047561.1_prot_XP_034325435.1_12601
LOC105346952 lcl|NC_047561.1_prot_XP_034325434.1_12602
LOC105323811 lcl|NC_047561.1_prot_XP_034325437.1_12603
LOC105323811 lcl|NC_047561.1_prot_XP_034325439.1_12604
LOC105323811 lcl|NC_047561.1_prot_XP_034325440.1_12605
LOC105323811 lcl|NC_047561.1_prot_XP_034325441.1_12606
LOC105346956 lcl|NC_047561.1_prot_XP_011454074.2_12607
LOC105346956 lcl|NC_047561.1_prot_XP_011454073.1_12608
LOC105346956 lcl|NC_047561.1_prot_XP_034325442.1_12609
LOC105346955 lcl|NC_047561.1_prot_XP_011454069.2_12610
LOC105346955 lcl|NC_047561.1_prot_XP_011454070.2_12611
LOC105346955 lcl|NC_047561.1_prot_XP_011454071.2_12612
LOC105346957 lcl|NC_047561.1_prot_XP_011454075.2_12613
LOC105346958 lcl|NC_047561.1_prot_XP_011454080.2_12614
LOC105346959 lcl|NC_047561.1_prot_XP_034325444.1_12615
LOC105346960 lcl|NC_047561.1_prot_XP_011454083.2_12616
LOC105346963 lcl|NC_047561.1_prot_XP_011454085.2_12617
LOC105346963 lcl|NC_047561.1_prot_XP_034325445.1_12618
LOC105346962 lcl|NC_047561.1_prot_XP_011454084.2_12619
LOC117689232 lcl|NC_047561.1_prot_XP_034325446.1_12620
LOC105346964 lcl|NC_047561.1_prot_XP_011454087.2_12621
LOC105346964 lcl|NC_047561.1_prot_XP_011454086.2_12622
LOC105346965 lcl|NC_047561.1_prot_XP_011454090.2_12623
LOC105346965 lcl|NC_047561.1_prot_XP_034325448.1_12624
LOC105346965 lcl|NC_047561.1_prot_XP_011454088.2_12625
LOC105346965 lcl|NC_047561.1_prot_XP_011454089.2_12626
LOC105346967 lcl|NC_047561.1_prot_XP_011454092.2_12627
LOC105346967 lcl|NC_047561.1_prot_XP_011454091.2_12628
LOC105346968 lcl|NC_047561.1_prot_XP_011454094.2_12629
LOC105328086 lcl|NC_047561.1_prot_XP_034324723.1_12630
LOC105328076 lcl|NC_047561.1_prot_XP_011427129.2_12631
LOC105328053 lcl|NC_047561.1_prot_XP_011427105.2_12632
LOC109617041 lcl|NC_047561.1_prot_XP_011427114.2_12633
LOC105328027 lcl|NC_047561.1_prot_XP_011427058.1_12634
LOC105328027 lcl|NC_047561.1_prot_XP_011427050.1_12635
LOC105328027 lcl|NC_047561.1_prot_XP_011427067.1_12636
LOC105328027 lcl|NC_047561.1_prot_XP_011427084.1_12637
LOC105334576 lcl|NC_047561.1_prot_XP_011436400.1_12638
LOC105334589 lcl|NC_047561.1_prot_XP_034324724.1_12639
LOC105334575 lcl|NC_047561.1_prot_XP_034324725.1_12640
LOC105334573 lcl|NC_047561.1_prot_XP_034324727.1_12641
LOC105334573 lcl|NC_047561.1_prot_XP_034324726.1_12642
LOC105334573 lcl|NC_047561.1_prot_XP_034324731.1_12643
LOC105334573 lcl|NC_047561.1_prot_XP_034324728.1_12644
LOC105334573 lcl|NC_047561.1_prot_XP_034324732.1_12645
LOC105334573 lcl|NC_047561.1_prot_XP_034324733.1_12646
LOC105334573 lcl|NC_047561.1_prot_XP_034324730.1_12647
LOC105334573 lcl|NC_047561.1_prot_XP_034324729.1_12648
LOC105335665 lcl|NC_047561.1_prot_XP_034324734.1_12649
LOC105335665 lcl|NC_047561.1_prot_XP_011437970.2_12650
LOC105335665 lcl|NC_047561.1_prot_XP_011437971.2_12651
LOC105335663 lcl|NC_047561.1_prot_XP_034324735.1_12652
LOC105335664 lcl|NC_047561.1_prot_XP_034324736.1_12653
LOC105335664 lcl|NC_047561.1_prot_XP_034324737.1_12654
LOC105335670 lcl|NC_047561.1_prot_XP_034324738.1_12655
LOC105344200 lcl|NC_047561.1_prot_XP_011450181.2_12656
LOC105344200 lcl|NC_047561.1_prot_XP_011450182.2_12657
LOC105344200 lcl|NC_047561.1_prot_XP_019929228.1_12658
LOC105344201 lcl|NC_047561.1_prot_XP_011450184.2_12659
LOC105344201 lcl|NC_047561.1_prot_XP_011450183.2_12660
LOC105344202 lcl|NC_047561.1_prot_XP_011450185.1_12661
LOC105344204 lcl|NC_047561.1_prot_XP_034324739.1_12662
LOC105344204 lcl|NC_047561.1_prot_XP_011450186.2_12663
LOC105344204 lcl|NC_047561.1_prot_XP_034324740.1_12664
LOC117680467 lcl|NC_047561.1_prot_XP_034324742.1_12665
LOC105344205 lcl|NC_047561.1_prot_XP_011450187.2_12666
LOC105344205 lcl|NC_047561.1_prot_XP_011450189.2_12667
LOC105333750 lcl|NC_047561.1_prot_XP_011435206.2_12668
LOC105333750 lcl|NC_047561.1_prot_XP_011435210.2_12669
LOC105333750 lcl|NC_047561.1_prot_XP_011435209.2_12670
LOC105333748 lcl|NC_047561.1_prot_XP_011435198.2_12671
LOC105333748 lcl|NC_047561.1_prot_XP_011435199.2_12672
LOC105333748 lcl|NC_047561.1_prot_XP_011435200.2_12673
LOC105333748 lcl|NC_047561.1_prot_XP_011435202.2_12674
LOC105333748 lcl|NC_047561.1_prot_XP_011435201.2_12675
LOC105333748 lcl|NC_047561.1_prot_XP_034324744.1_12676
LOC105333748 lcl|NC_047561.1_prot_XP_034324745.1_12677
LOC105333748 lcl|NC_047561.1_prot_XP_011435197.2_12678
LOC105333748 lcl|NC_047561.1_prot_XP_011435196.2_12679
LOC105333748 lcl|NC_047561.1_prot_XP_011435204.2_12680
LOC105333748 lcl|NC_047561.1_prot_XP_011435194.2_12681
LOC105333747 lcl|NC_047561.1_prot_XP_011435192.1_12682
LOC105333746 lcl|NC_047561.1_prot_XP_011435191.2_12683
LOC105333823 lcl|NC_047561.1_prot_XP_034324748.1_12684
LOC105333823 lcl|NC_047561.1_prot_XP_034324749.1_12685
LOC105348352 lcl|NC_047561.1_prot_XP_011456031.2_12686
LOC105348352 lcl|NC_047561.1_prot_XP_019917930.2_12687
LOC105348352 lcl|NC_047561.1_prot_XP_019917929.2_12688
LOC105348352 lcl|NC_047561.1_prot_XP_019917931.2_12689
LOC105348352 lcl|NC_047561.1_prot_XP_011456032.2_12690
LOC105348352 lcl|NC_047561.1_prot_XP_034324750.1_12691
LOC105348352 lcl|NC_047561.1_prot_XP_019917932.2_12692
LOC105348352 lcl|NC_047561.1_prot_XP_019917933.2_12693
LOC105348353 lcl|NC_047561.1_prot_XP_011456033.1_12694
LOC105348353 lcl|NC_047561.1_prot_XP_011456035.1_12695
LOC105348353 lcl|NC_047561.1_prot_XP_019917917.1_12696
LOC105348353 lcl|NC_047561.1_prot_XP_011456034.1_12697
LOC105348357 lcl|NC_047561.1_prot_XP_011456037.2_12698
LOC105348367 lcl|NC_047561.1_prot_XP_034324761.1_12699
LOC105348367 lcl|NC_047561.1_prot_XP_011456050.2_12700
LOC105348367 lcl|NC_047561.1_prot_XP_034324760.1_12701
LOC109617250 lcl|NC_047561.1_prot_XP_034324758.1_12702
LOC109617250 lcl|NC_047561.1_prot_XP_034324759.1_12703
LOC105335158 lcl|NC_047561.1_prot_XP_034324752.1_12704
LOC105335158 lcl|NC_047561.1_prot_XP_034324753.1_12705
LOC117689089 lcl|NC_047561.1_prot_XP_034324763.1_12706
LOC117689087 lcl|NC_047561.1_prot_XP_034324754.1_12707
LOC117689088 lcl|NC_047561.1_prot_XP_034324762.1_12708
LOC105317597 lcl|NC_047561.1_prot_XP_034324755.1_12709
LOC105317584 lcl|NC_047561.1_prot_XP_011412576.2_12710
LOC105317584 lcl|NC_047561.1_prot_XP_034324756.1_12711
LOC105317584 lcl|NC_047561.1_prot_XP_034324757.1_12712
LOC105317584 lcl|NC_047561.1_prot_XP_011412582.2_12713
LOC105317545 lcl|NC_047561.1_prot_XP_011412565.2_12714
LOC105317545 lcl|NC_047561.1_prot_XP_011412557.2_12715
LOC105317545 lcl|NC_047561.1_prot_XP_011412514.2_12716
LOC105317545 lcl|NC_047561.1_prot_XP_011412524.2_12717
LOC105317545 lcl|NC_047561.1_prot_XP_011412541.2_12718
LOC105317545 lcl|NC_047561.1_prot_XP_011412532.2_12719
LOC105317529 lcl|NC_047561.1_prot_XP_034324764.1_12720
LOC105317529 lcl|NC_047561.1_prot_XP_034324766.1_12721
LOC105317529 lcl|NC_047561.1_prot_XP_034324765.1_12722
LOC105317509 lcl|NC_047561.1_prot_XP_011412467.2_12723
LOC105317499 lcl|NC_047561.1_prot_XP_011412456.2_12724
LOC105317490 lcl|NC_047561.1_prot_XP_011412445.2_12725
LOC105317481 lcl|NC_047561.1_prot_XP_011412433.2_12726
LOC105317481 lcl|NC_047561.1_prot_XP_019918415.2_12727
LOC105317473 lcl|NC_047561.1_prot_XP_034324957.1_12728
LOC105317448 lcl|NC_047561.1_prot_XP_034324767.1_12729
LOC105317448 lcl|NC_047561.1_prot_XP_034324768.1_12730
LOC105317465 lcl|NC_047561.1_prot_XP_011412410.2_12731
LOC105317439 lcl|NC_047561.1_prot_XP_011412384.2_12732
LOC105346789 lcl|NC_047561.1_prot_XP_034324769.1_12733
LOC105346789 lcl|NC_047561.1_prot_XP_034324770.1_12734
LOC105346789 lcl|NC_047561.1_prot_XP_034324771.1_12735
LOC105346789 lcl|NC_047561.1_prot_XP_034324772.1_12736
LOC105346789 lcl|NC_047561.1_prot_XP_034324773.1_12737
LOC105346789 lcl|NC_047561.1_prot_XP_034324774.1_12738
LOC105346787 lcl|NC_047561.1_prot_XP_011453800.2_12739
LOC105346787 lcl|NC_047561.1_prot_XP_011453799.2_12740
LOC105346790 lcl|NC_047561.1_prot_XP_034324775.1_12741
LOC105317419 lcl|NC_047561.1_prot_XP_011412370.2_12742
LOC105317409 lcl|NC_047561.1_prot_XP_034324776.1_12743
LOC105317400 lcl|NC_047561.1_prot_XP_011412349.1_12744
LOC105317373 lcl|NC_047561.1_prot_XP_011412309.2_12745
LOC105330998 lcl|NC_047561.1_prot_XP_011431286.2_12746
LOC105330998 lcl|NC_047561.1_prot_XP_011431285.2_12747
LOC105330998 lcl|NC_047561.1_prot_XP_034324777.1_12748
LOC105330998 lcl|NC_047561.1_prot_XP_034324778.1_12749
LOC105330997 lcl|NC_047561.1_prot_XP_011431284.2_12750
LOC117689091 lcl|NC_047561.1_prot_XP_034324779.1_12751
LOC105330996 lcl|NC_047561.1_prot_XP_034324958.1_12752
LOC105330342 lcl|NC_047561.1_prot_XP_034324780.1_12753
LOC117689092 lcl|NC_047561.1_prot_XP_034324781.1_12754
LOC105338313 lcl|NC_047561.1_prot_XP_019927003.2_12755
LOC105338311 lcl|NC_047561.1_prot_XP_011441670.1_12756
LOC105345099 lcl|NC_047561.1_prot_XP_011451435.2_12757
LOC105345099 lcl|NC_047561.1_prot_XP_011451436.2_12758
LOC105345099 lcl|NC_047561.1_prot_XP_011451437.2_12759
LOC105345099 lcl|NC_047561.1_prot_XP_034324782.1_12760
LOC105345099 lcl|NC_047561.1_prot_XP_011451438.2_12761
LOC105345099 lcl|NC_047561.1_prot_XP_019929614.2_12762
LOC105338312 lcl|NC_047561.1_prot_XP_011441673.1_12763
LOC105338312 lcl|NC_047561.1_prot_XP_011441674.1_12764
LOC105323992 lcl|NC_047561.1_prot_XP_034324784.1_12765
LOC105323992 lcl|NC_047561.1_prot_XP_034324785.1_12766
LOC105320097 lcl|NC_047561.1_prot_XP_011416182.2_12767
LOC105320095 lcl|NC_047561.1_prot_XP_011416180.2_12768
LOC105320098 lcl|NC_047561.1_prot_XP_011416183.2_12769
LOC105320099 lcl|NC_047561.1_prot_XP_019919568.2_12770
LOC105320099 lcl|NC_047561.1_prot_XP_019919569.2_12771
LOC105320099 lcl|NC_047561.1_prot_XP_011416184.2_12772
LOC105320099 lcl|NC_047561.1_prot_XP_011416185.2_12773
LOC105320100 lcl|NC_047561.1_prot_XP_011416186.1_12774
LOC105320101 lcl|NC_047561.1_prot_XP_011416194.2_12775
LOC105320101 lcl|NC_047561.1_prot_XP_011416189.2_12776
LOC105320101 lcl|NC_047561.1_prot_XP_034324786.1_12777
LOC105320101 lcl|NC_047561.1_prot_XP_011416195.2_12778
LOC105320101 lcl|NC_047561.1_prot_XP_011416187.2_12779
LOC105320101 lcl|NC_047561.1_prot_XP_011416190.2_12780
LOC105320101 lcl|NC_047561.1_prot_XP_011416192.2_12781
LOC105320101 lcl|NC_047561.1_prot_XP_011416188.2_12782
LOC105320101 lcl|NC_047561.1_prot_XP_011416191.2_12783
LOC105320101 lcl|NC_047561.1_prot_XP_034324788.1_12784
LOC105320104 lcl|NC_047561.1_prot_XP_034324797.1_12785
LOC105320104 lcl|NC_047561.1_prot_XP_034324794.1_12786
LOC105320104 lcl|NC_047561.1_prot_XP_034324798.1_12787
LOC105320104 lcl|NC_047561.1_prot_XP_034324796.1_12788
LOC105320104 lcl|NC_047561.1_prot_XP_034324795.1_12789
LOC105320104 lcl|NC_047561.1_prot_XP_034324799.1_12790
LOC105320104 lcl|NC_047561.1_prot_XP_034324793.1_12791
LOC105320104 lcl|NC_047561.1_prot_XP_011416197.2_12792
LOC105320104 lcl|NC_047561.1_prot_XP_034324789.1_12793
LOC105320104 lcl|NC_047561.1_prot_XP_034324790.1_12794
LOC105320104 lcl|NC_047561.1_prot_XP_034324791.1_12795
LOC105320104 lcl|NC_047561.1_prot_XP_034324792.1_12796
LOC105320105 lcl|NC_047561.1_prot_XP_011416204.1_12797
LOC105320106 lcl|NC_047561.1_prot_XP_011416205.2_12798
LOC105320107 lcl|NC_047561.1_prot_XP_011416206.2_12799
LOC105320109 lcl|NC_047561.1_prot_XP_011416210.2_12800
LOC105320109 lcl|NC_047561.1_prot_XP_019919566.2_12801
LOC105320108 lcl|NC_047561.1_prot_XP_011416207.2_12802
LOC105320108 lcl|NC_047561.1_prot_XP_011416208.2_12803
LOC105320108 lcl|NC_047561.1_prot_XP_034324800.1_12804
LOC105320113 lcl|NC_047561.1_prot_XP_034324804.1_12805
LOC105320113 lcl|NC_047561.1_prot_XP_034324803.1_12806
LOC105320113 lcl|NC_047561.1_prot_XP_034324801.1_12807
LOC105320113 lcl|NC_047561.1_prot_XP_034324805.1_12808
LOC105320113 lcl|NC_047561.1_prot_XP_034324802.1_12809
LOC105320113 lcl|NC_047561.1_prot_XP_034324806.1_12810
LOC105320110 lcl|NC_047561.1_prot_XP_011416212.2_12811
LOC105320110 lcl|NC_047561.1_prot_XP_019919567.2_12812
LOC105348542 lcl|NC_047561.1_prot_XP_011456318.2_12813
LOC105348543 lcl|NC_047561.1_prot_XP_011456319.2_12814
LOC105348543 lcl|NC_047561.1_prot_XP_011456320.2_12815
LOC105348544 lcl|NC_047561.1_prot_XP_011456321.2_12816
LOC105349084 lcl|NC_047561.1_prot_XP_034324808.1_12817
LOC105349084 lcl|NC_047561.1_prot_XP_011457057.1_12818
LOC105349084 lcl|NC_047561.1_prot_XP_011457058.1_12819
LOC105349083 lcl|NC_047561.1_prot_XP_019918200.2_12820
LOC105349083 lcl|NC_047561.1_prot_XP_011457056.2_12821
LOC105349081 lcl|NC_047561.1_prot_XP_011457054.1_12822
LOC105349080 lcl|NC_047561.1_prot_XP_011457053.1_12823
LOC105349088 lcl|NC_047561.1_prot_XP_034324810.1_12824
LOC117689094 lcl|NC_047561.1_prot_XP_034324811.1_12825
LOC105336304 lcl|NC_047561.1_prot_XP_019926190.2_12826
LOC109619707 lcl|NC_047561.1_prot_XP_034324959.1_12827
LOC117689095 lcl|NC_047561.1_prot_XP_034324812.1_12828
LOC105349079 lcl|NC_047561.1_prot_XP_011457052.2_12829
LOC105349078 lcl|NC_047561.1_prot_XP_011457050.2_12830
LOC105349075 lcl|NC_047561.1_prot_XP_034325745.1_12831
LOC105349075 lcl|NC_047561.1_prot_XP_034325754.1_12832
LOC105349075 lcl|NC_047561.1_prot_XP_034325750.1_12833
LOC105349075 lcl|NC_047561.1_prot_XP_034325752.1_12834
LOC105349075 lcl|NC_047561.1_prot_XP_034325749.1_12835
